Word	Start Word Index	End Word Index	POS Label	NER Label	Tweet	Tweet POS Labels	Tweet NER Labels
early bird special	0	2	['PROPN', 'PROPN', 'PROPN']	['O', 'O', 'O']	early bird special : conscious capitalism , new business model for 21st century in online masterclass - url60	['PROPN', 'PROPN', 'PROPN', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'PROPN', 'PUNCT', 'X']	['O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O']
masterclass	15	15	['PROPN']	['O']	early bird special : conscious capitalism , new business model for 21st century in online masterclass - url60	['PROPN', 'PROPN', 'PROPN', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'PROPN', 'PUNCT', 'X']	['O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O']
d	9	9	['PROPN']	['O']	first serious attack by philadelphia , but the timbers d got the ball out .	['ADJ', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'CCONJ', 'DET', 'PROPN', 'PROPN', 'VERB', 'DET', 'NOUN', 'ADV', 'PUNCT']	['O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O']
@user2165	7	7	PROPN	O	glad some network picked up #americasmostwanted . @user2165	['ADJ', 'DET', 'NOUN', 'VERB', 'ADP', 'X', 'PUNCT', 'PROPN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
#campuschat	9	9	['PROPN']	['O']	got #college admissions questions ? ask them tonight during #campuschat i 'm looking forward to advice from @user1768 url38	['VERB', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'VERB', 'PRON', 'NOUN', 'ADP', 'PROPN', 'PRON', 'AUX', 'VERB', 'ADV', 'ADP', 'NOUN', 'ADP', 'PROPN', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1768	17	17	PROPN	O	got #college admissions questions ? ask them tonight during #campuschat i 'm looking forward to advice from @user1768 url38	['VERB', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'VERB', 'PRON', 'NOUN', 'ADP', 'PROPN', 'PRON', 'AUX', 'VERB', 'ADV', 'ADP', 'NOUN', 'ADP', 'PROPN', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
#jbspins	3	3	['PROPN']	['O']	great review on #jbspins url77	['ADJ', 'NOUN', 'ADP', 'PROPN', 'X']	['O', 'O', 'O', 'O', 'O']
uv	5	5	['PROPN']	['O']	haha . my producer said uv vodka is a bad situation waitin to happen , i said #fuuuuuuucccit	['INTJ', 'PUNCT', 'PRON', 'NOUN', 'VERB', 'PROPN', 'NOUN', 'AUX', 'DET', 'ADJ', 'NOUN', 'VERB', 'PART', 'VERB', 'PUNCT', 'PRON', 'VERB', 'VERB']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1769	3	3	PROPN	O	hal sparks tonight @user1769 !! for tix url205 and enter the promo code juice !	['PROPN', 'PROPN', 'NOUN', 'PROPN', 'PUNCT', 'ADP', 'NOUN', 'X', 'CCONJ', 'VERB', 'DET', 'NOUN', 'NOUN', 'NOUN', 'PUNCT']	['B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
valentine	1	1	['PROPN']	['O']	happy valentine 's day ! ♥	['ADJ', 'PROPN', 'PART', 'NOUN', 'PUNCT', 'SYM']	['O', 'O', 'O', 'O', 'O', 'O']
@user1525	5	5	PROPN	O	how ? rt @user595 : @user1525 lol dats so ugly	['ADV', 'PUNCT', 'X', 'X', 'PUNCT', 'PROPN', 'INTJ', 'PRON', 'ADV', 'ADJ']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
jasmine	3	3	['PROPN']	['O']	hungryyyyy ( @ jasmine 26 ) url6	['ADJ', 'PUNCT', 'ADP', 'PROPN', 'NUM', 'PUNCT', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O']
#teamceltics	4	4	['PROPN']	['O']	i bet ! haha #teamceltics yesterday ! clowns ! rt @user167 : #teamheat at philly 2nite , let 's go !	['PRON', 'VERB', 'PUNCT', 'INTJ', 'PROPN', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'X', 'X', 'PUNCT', 'PROPN', 'ADP', 'PROPN', 'NOUN', 'PUNCT', 'VERB', 'PRON', 'VERB', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O']
#teamheat	12	12	['PROPN']	['O']	i bet ! haha #teamceltics yesterday ! clowns ! rt @user167 : #teamheat at philly 2nite , let 's go !	['PRON', 'VERB', 'PUNCT', 'INTJ', 'PROPN', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'X', 'X', 'PUNCT', 'PROPN', 'ADP', 'PROPN', 'NOUN', 'PUNCT', 'VERB', 'PRON', 'VERB', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O']
#yelp	12	12	['PROPN']	['O']	i checked in at dunkin donuts ( 1 congress st ) on #yelp url28	['PRON', 'VERB', 'ADP', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'NUM', 'PROPN', 'PROPN', 'PUNCT', 'ADP', 'PROPN', 'X']	['O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O']
@user2450	13	13	PROPN	O	i think i 'm a wait an hour or 2 & then tweet @user2450 ...	['PRON', 'VERB', 'PRON', 'AUX', 'DET', 'NOUN', 'DET', 'NOUN', 'CCONJ', 'NUM', 'CCONJ', 'ADV', 'VERB', 'PROPN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1490	3	3	PROPN	O	i uploaded a @user1490 video url116 paris.flv	['PRON', 'VERB', 'DET', 'PROPN', 'NOUN', 'X', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O']
#bet	5	5	['PROPN']	['O']	idk what this movie on #bet is but i 've seen it before and it s hilarious !	['VERB', 'PRON', 'DET', 'NOUN', 'ADP', 'PROPN', 'AUX', 'CCONJ', 'PRON', 'AUX', 'VERB', 'PRON', 'ADV', 'CCONJ', 'PRON', 'AUX', 'ADJ', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1859	6	6	PROPN	O	inspired after a yummy lunch with @user1859 . thanks !	['VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
giving	3	3	['PROPN']	['O']	is today thanks giving ? :l	['AUX', 'NOUN', 'X', 'PROPN', 'PUNCT', 'SYM']	['O', 'O', 'O', 'O', 'O', 'O']
jihad	1	1	['PROPN']	['O']	islamic jihad militant killed near gaza border url36	['ADJ', 'PROPN', 'NOUN', 'VERB', 'ADP', 'PROPN', 'NOUN', 'X']	['B-MISC', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O']
january	0	0	['PROPN']	['O']	january 16 , 2011 @user2408 will be in sm , cebu !!!!!	['PROPN', 'NUM', 'PUNCT', 'NUM', 'PROPN', 'AUX', 'AUX', 'ADP', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O']
@user2408	4	4	PROPN	O	january 16 , 2011 @user2408 will be in sm , cebu !!!!!	['PROPN', 'NUM', 'PUNCT', 'NUM', 'PROPN', 'AUX', 'AUX', 'ADP', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O']
june	0	0	['PROPN']	['O']	june 21 * sigh *	['PROPN', 'NUM', 'PUNCT', 'INTJ', 'PUNCT']	['O', 'O', 'O', 'O', 'O']
@user1322	9	9	PROPN	O	lol .... i know that 's right ..... rt @user1322 @user773 and thank god 4 deliverance .... hiiiiya	['INTJ', 'PUNCT', 'PRON', 'VERB', 'PRON', 'AUX', 'ADJ', 'PUNCT', 'VERB', 'PROPN', 'PROPN', 'CCONJ', 'VERB', 'PROPN', 'ADP', 'NOUN', 'PUNCT', 'INTJ']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O']
@user773	10	10	PROPN	O	lol .... i know that 's right ..... rt @user1322 @user773 and thank god 4 deliverance .... hiiiiya	['INTJ', 'PUNCT', 'PRON', 'VERB', 'PRON', 'AUX', 'ADJ', 'PUNCT', 'VERB', 'PROPN', 'PROPN', 'CCONJ', 'VERB', 'PROPN', 'ADP', 'NOUN', 'PUNCT', 'INTJ']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O']
@user359	5	5	PROPN	O	making #travel a reality url160 @user359 #yakezie #lifestyle #budget #travelhacking	['VERB', 'NOUN', 'DET', 'NOUN', 'X', 'PROPN', 'X', 'X', 'X', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user674	7	7	PROPN	O	making moves ! are you ? url208 @user674 dude this is great find ! #tag	['VERB', 'NOUN', 'PUNCT', 'AUX', 'PRON', 'PUNCT', 'X', 'PROPN', 'NOUN', 'PRON', 'AUX', 'ADJ', 'NOUN', 'PUNCT', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
#lakers	2	2	['PROPN']	['O']	man da #lakers have a fucking all - star squad fuck wit it !!	['NOUN', 'DET', 'PROPN', 'VERB', 'DET', 'ADJ', 'ADJ', 'PUNCT', 'NOUN', 'NOUN', 'VERB', 'ADP', 'PRON', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
getto	5	5	['PROPN']	['O']	microwaved grilled cheese / the getto grilled cheese sandwhich / they 're made with real cheese #haiku #mooku	['VERB', 'VERB', 'NOUN', 'PUNCT', 'DET', 'PROPN', 'VERB', 'NOUN', 'NOUN', 'PUNCT', 'PRON', 'AUX', 'VERB', 'ADP', 'ADJ', 'NOUN', 'X', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
oem window mount	2	4	['PROPN', 'PROPN', 'PROPN']	['O', 'O', 'O']	motorola droid oem window mount – only for the first generation motorola droid : product descriptionthe motorola dr ... url32	['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'ADV', 'ADP', 'DET', 'ADJ', 'NOUN', 'PROPN', 'PROPN', 'PUNCT', 'NOUN', 'NOUN', 'PROPN', 'PROPN', 'PUNCT', 'X']	['B-ORG', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'B-MISC', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O']
dr	17	17	['PROPN']	['O']	motorola droid oem window mount – only for the first generation motorola droid : product descriptionthe motorola dr ... url32	['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'ADV', 'ADP', 'DET', 'ADJ', 'NOUN', 'PROPN', 'PROPN', 'PUNCT', 'NOUN', 'NOUN', 'PROPN', 'PROPN', 'PUNCT', 'X']	['B-ORG', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'B-MISC', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O']
monday nov	14	15	['PROPN', 'PROPN']	['O', 'O']	next week - two morning zumba classes with me if you 're interested - monday nov 1st at 8:30 am and wednesday at ... url63	['ADJ', 'NOUN', 'PUNCT', 'NUM', 'NOUN', 'PROPN', 'NOUN', 'ADP', 'PRON', 'SCONJ', 'PRON', 'AUX', 'ADJ', 'PUNCT', 'PROPN', 'PROPN', 'NOUN', 'ADP', 'NUM', 'NOUN', 'CCONJ', 'PROPN', 'ADP', 'PUNCT', 'X']	['O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
wednesday	21	21	['PROPN']	['O']	next week - two morning zumba classes with me if you 're interested - monday nov 1st at 8:30 am and wednesday at ... url63	['ADJ', 'NOUN', 'PUNCT', 'NUM', 'NOUN', 'PROPN', 'NOUN', 'ADP', 'PRON', 'SCONJ', 'PRON', 'AUX', 'ADJ', 'PUNCT', 'PROPN', 'PROPN', 'NOUN', 'ADP', 'NUM', 'NOUN', 'CCONJ', 'PROPN', 'ADP', 'PUNCT', 'X']	['O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
gunrunner	6	6	['PROPN']	['O']	"nick adamson 's online audition for gunrunner billy kane 's character "" the rat "" url65"	['PROPN', 'PROPN', 'PART', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'PART', 'NOUN', 'PUNCT', 'DET', 'PROPN', 'PUNCT', 'X']	['B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
rat	13	13	['PROPN']	['O']	"nick adamson 's online audition for gunrunner billy kane 's character "" the rat "" url65"	['PROPN', 'PROPN', 'PART', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'PART', 'NOUN', 'PUNCT', 'DET', 'PROPN', 'PUNCT', 'X']	['B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user4	13	13	PROPN	O	o_o lucky you .... llabd wutup doe ?! shine ! rt @user1078 : @user4 * yawns * still in the bed :)	['SYM', 'ADJ', 'PRON', 'PUNCT', 'INTJ', 'VERB', 'ADV', 'PUNCT', 'VERB', 'PUNCT', 'X', 'X', 'PUNCT', 'PROPN', 'PUNCT', 'VERB', 'PUNCT', 'ADV', 'ADP', 'DET', 'NOUN', 'SYM']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
loblaws	1	1	['PROPN']	['O']	oh loblaws you kill me , 4 - 8	['INTJ', 'PROPN', 'PRON', 'VERB', 'PRON', 'PUNCT', 'NUM', 'SYM', 'NUM']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
fitness business	5	6	['PROPN', 'PROPN']	['O', 'O']	owning your craft in the fitness business - url151 #fitness bodybuilding #professionals #vancouver	['VERB', 'PRON', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PUNCT', 'X', 'X', 'X', 'X', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
four loko	11	12	['PROPN', 'PROPN']	['O', 'O']	ps : hearing the the early show cast get outraged by four loko was hilarious . made my morning and subsequent day . #parentsjustdontunderstand	['NOUN', 'PUNCT', 'VERB', 'DET', 'DET', 'ADJ', 'NOUN', 'NOUN', 'AUX', 'ADJ', 'ADP', 'PROPN', 'PROPN', 'AUX', 'ADJ', 'PUNCT', 'VERB', 'PRON', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'PUNCT', 'X']	['O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
psp	0	0	['PROPN']	['O']	psp .... phone ... ohmygoodlord technology why are you so great . it s also an ericsson which means @user1736 will just have to buy it . ;3	['PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'INTJ', 'NOUN', 'ADV', 'AUX', 'PRON', 'ADV', 'ADJ', 'PUNCT', 'PRON', 'AUX', 'ADV', 'DET', 'PROPN', 'PRON', 'VERB', 'PROPN', 'AUX', 'ADV', 'VERB', 'PART', 'VERB', 'PRON', 'PUNCT', 'SYM']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1736	19	19	PROPN	O	psp .... phone ... ohmygoodlord technology why are you so great . it s also an ericsson which means @user1736 will just have to buy it . ;3	['PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'INTJ', 'NOUN', 'ADV', 'AUX', 'PRON', 'ADV', 'ADJ', 'PUNCT', 'PRON', 'AUX', 'ADV', 'DET', 'PROPN', 'PRON', 'VERB', 'PROPN', 'AUX', 'ADV', 'VERB', 'PART', 'VERB', 'PRON', 'PUNCT', 'SYM']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user882	4	4	PROPN	O	rt @user16 : fucking @user882 is louder than an group of barking dogs .	['X', 'X', 'PUNCT', 'ADJ', 'PROPN', 'AUX', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADP', 'VERB', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user2652	17	17	PROPN	O	rt @user411 laughing matter = me being serious . just watch . be encouraged !! url172 via @user2652	['X', 'X', 'VERB', 'NOUN', 'PUNCT', 'PRON', 'AUX', 'ADJ', 'PUNCT', 'ADV', 'VERB', 'PUNCT', 'AUX', 'VERB', 'PUNCT', 'X', 'ADP', 'PROPN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user443	6	6	PROPN	O	rt @user442 : exclusive picture of @user443 and jay 's mum sue ! url163	['X', 'X', 'PUNCT', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'CCONJ', 'PROPN', 'PART', 'NOUN', 'PROPN', 'PUNCT', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'B-PER', 'O', 'O']
@user503	3	3	PROPN	O	rt @user528 : @user503 read this !!! url133	['X', 'X', 'PUNCT', 'PROPN', 'VERB', 'PRON', 'PUNCT', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user557	3	3	PROPN	O	rt @user592 : @user557 hang in there cousin love you	['X', 'X', 'PUNCT', 'PROPN', 'VERB', 'ADP', 'ADV', 'NOUN', 'VERB', 'PRON']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user2554	3	3	PROPN	O	rt @user696 : @user2554 thanks toby , someone posted a recap link here url26 , but i made it out injury free and feel g ...	['X', 'X', 'PUNCT', 'PROPN', 'NOUN', 'PROPN', 'PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'NOUN', 'ADV', 'X', 'PUNCT', 'CCONJ', 'PRON', 'VERB', 'PRON', 'ADP', 'NOUN', 'ADJ', 'CCONJ', 'VERB', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1442	3	3	PROPN	O	rt @user704 : @user1442 #libya breakthru ! we move urgently needed #food ( wheat , flour ) by truck convoy into western libya for 1st time ...	['X', 'X', 'PUNCT', 'PROPN', 'PROPN', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'ADV', 'VERB', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'ADP', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'PROPN', 'ADP', 'ADJ', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O']
#libya	4	4	['PROPN']	['O']	rt @user704 : @user1442 #libya breakthru ! we move urgently needed #food ( wheat , flour ) by truck convoy into western libya for 1st time ...	['X', 'X', 'PUNCT', 'PROPN', 'PROPN', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'ADV', 'VERB', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'ADP', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'PROPN', 'ADP', 'ADJ', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O']
@user330	3	3	PROPN	O	rt @user710 : @user330 aite bruh bruh i got you foue	['X', 'X', 'PUNCT', 'PROPN', 'INTJ', 'NOUN', 'NOUN', 'PRON', 'VERB', 'PRON', 'NOUN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user334	3	3	PROPN	O	rt @user799 : @user334 @user1374 @user1792 we just started this online petition . see how loved you all are ! :) url1 ...	['X', 'X', 'PUNCT', 'PROPN', 'PROPN', 'PROPN', 'PRON', 'ADV', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'ADV', 'ADJ', 'PRON', 'DET', 'AUX', 'PUNCT', 'SYM', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1374	4	4	PROPN	O	rt @user799 : @user334 @user1374 @user1792 we just started this online petition . see how loved you all are ! :) url1 ...	['X', 'X', 'PUNCT', 'PROPN', 'PROPN', 'PROPN', 'PRON', 'ADV', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'ADV', 'ADJ', 'PRON', 'DET', 'AUX', 'PUNCT', 'SYM', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1792	5	5	PROPN	O	rt @user799 : @user334 @user1374 @user1792 we just started this online petition . see how loved you all are ! :) url1 ...	['X', 'X', 'PUNCT', 'PROPN', 'PROPN', 'PROPN', 'PRON', 'ADV', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'ADV', 'ADJ', 'PRON', 'DET', 'AUX', 'PUNCT', 'SYM', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user831	4	4	PROPN	O	rt @user846 : “ @user831 : #oomf is a liar , kaylee knows who i m talking about ” a lot of yur followers r liars ! lol	['X', 'X', 'PUNCT', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'AUX', 'DET', 'NOUN', 'PUNCT', 'PROPN', 'VERB', 'PRON', 'PRON', 'AUX', 'VERB', 'ADP', 'PUNCT', 'DET', 'NOUN', 'ADP', 'PRON', 'NOUN', 'AUX', 'NOUN', 'PUNCT', 'INTJ']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
#oomf	6	6	['PROPN']	['O']	rt @user846 : “ @user831 : #oomf is a liar , kaylee knows who i m talking about ” a lot of yur followers r liars ! lol	['X', 'X', 'PUNCT', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'AUX', 'DET', 'NOUN', 'PUNCT', 'PROPN', 'VERB', 'PRON', 'PRON', 'AUX', 'VERB', 'ADP', 'PUNCT', 'DET', 'NOUN', 'ADP', 'PRON', 'NOUN', 'AUX', 'NOUN', 'PUNCT', 'INTJ']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1967	3	3	PROPN	O	"rt @user920 : @user1967 @user940 lmao ! "" if you not down with birdman i ca n't fuck with you musically !!! "" < trueshit"	['X', 'X', 'PUNCT', 'PROPN', 'PROPN', 'INTJ', 'PUNCT', 'PUNCT', 'SCONJ', 'PRON', 'PART', 'ADV', 'ADP', 'PROPN', 'PRON', 'AUX', 'PART', 'VERB', 'ADP', 'PRON', 'ADV', 'PUNCT', 'PUNCT', 'PUNCT', 'PROPN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user940	4	4	PROPN	O	"rt @user920 : @user1967 @user940 lmao ! "" if you not down with birdman i ca n't fuck with you musically !!! "" < trueshit"	['X', 'X', 'PUNCT', 'PROPN', 'PROPN', 'INTJ', 'PUNCT', 'PUNCT', 'SCONJ', 'PRON', 'PART', 'ADV', 'ADP', 'PROPN', 'PRON', 'AUX', 'PART', 'VERB', 'ADP', 'PRON', 'ADV', 'PUNCT', 'PUNCT', 'PUNCT', 'PROPN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user965	6	6	PROPN	O	rt @user965 : rt @user1310 : @user965 this is my favorite screen shot from #rtm ;) ---> url198	['X', 'X', 'PUNCT', 'X', 'X', 'PUNCT', 'PROPN', 'PRON', 'AUX', 'PRON', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'PROPN', 'SYM', 'SYM', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
