Word	Start Word Index	End Word Index	POS Label	Spacy POS Label	Final POS Label	NER Label	Spacy NER Label	Tweet	Candidate Label	PROPOSED NER Label	Alec NER Label	Alec Additional Notes
@user1779	8	8	['PROPN']	['X']	['X']	['O']	[]	ayeee do ya thing @user2304 @user187 @user2382 @user125 @user1779 @user813 @user2381 @user2380 shootn my movie	ayeee do ya thing @user2304 @user187 @user2382 @user125 <[@user1779]> @user813 @user2381 @user2380 shootn my movie	['B-PER']	[B-PER]	
@user813	9	9	['PROPN']	['X']	['X']	['O']	[]	ayeee do ya thing @user2304 @user187 @user2382 @user125 @user1779 @user813 @user2381 @user2380 shootn my movie	ayeee do ya thing @user2304 @user187 @user2382 @user125 @user1779 <[@user813]> @user2381 @user2380 shootn my movie	['B-PER']	[B-PER]	
@user2381	10	10	['PROPN']	['X']	['X']	['O']	[]	ayeee do ya thing @user2304 @user187 @user2382 @user125 @user1779 @user813 @user2381 @user2380 shootn my movie	ayeee do ya thing @user2304 @user187 @user2382 @user125 @user1779 @user813 <[@user2381]> @user2380 shootn my movie	['B-PER']	[B-PER]	
@user2380	11	11	['PROPN']	['X']	['X']	['O']	[]	ayeee do ya thing @user2304 @user187 @user2382 @user125 @user1779 @user813 @user2381 @user2380 shootn my movie	ayeee do ya thing @user2304 @user187 @user2382 @user125 @user1779 @user813 @user2381 <[@user2380]> shootn my movie	['B-PER']	[B-PER]	
thursday	21	21	['PROPN']	['PROPN']	['PROPN']	['O']	['DATE']	bad loss for the bison men tonight at western illinois , against a team that got blown out by sdsu on thursday and was 1 - 5 in the summit .	bad loss for the bison men tonight at western illinois , against a team that got blown out by sdsu on <[thursday]> and was 1 - 5 in the summit .	['B-MISC']	[B-MISC]	
bbm	0	0	['PROPN']	['NOUN']	['NOUN']	['O']	[]	bbm yawn face * man that #napflow felt so refreshing .	<[bbm]> yawn face * man that #napflow felt so refreshing .	['O']	[O]	
#napflow	6	6	['PROPN']	['NOUN']	['NOUN']	['O']	[]	bbm yawn face * man that #napflow felt so refreshing .	bbm yawn face * man that <[#napflow]> felt so refreshing .	['O']	[O]	
@user227	21	21	['PROPN']	['PROPN']	['PROPN']	['O']	[]	bwaahaha that is classic . scoreboard ! ended your season . you got rolled by the team that lost to isu @user227 : @user168 husker fan	bwaahaha that is classic . scoreboard ! ended your season . you got rolled by the team that lost to isu <[@user227]> : @user168 husker fan	['B-PER']	[B-PER]	
@user168	23	23	['PROPN']	['PROPN']	['PROPN']	['O']	[]	bwaahaha that is classic . scoreboard ! ended your season . you got rolled by the team that lost to isu @user227 : @user168 husker fan	bwaahaha that is classic . scoreboard ! ended your season . you got rolled by the team that lost to isu @user227 : <[@user168]> husker fan	['B-PER']	[B-PER]	
suv	14	14	['PROPN']	['PROPN']	['PROPN']	['O']	[]	calgary 1980 pontiac trans am t tops $ 4,900.00 over 175 cars trucks and suv 's 90 day warrenty ... url175	calgary 1980 pontiac trans am t tops $ 4,900.00 over 175 cars trucks and <[suv]> 's 90 day warrenty ... url175	['B-MISC']	[B-MISC]	
@user2209	6	6	['PROPN']	['X']	['X']	['O']	[]	cartoons of the day url168 via @user2209	cartoons of the day url168 via <[@user2209]>	['B-PER']	[B-PER]	
sunglasses	7	7	['PROPN']	['NOUN']	['NOUN']	['O']	[]	check this video out -- polaroid polarized sunglasses ( thailand ) url154 via @user2652	check this video out -- polaroid polarized <[sunglasses]> ( thailand ) url154 via @user2652	['O']	[B-MISC]	
@user2652	13	13	['PROPN']	['X']	['X']	['O']	[]	check this video out -- polaroid polarized sunglasses ( thailand ) url154 via @user2652	check this video out -- polaroid polarized sunglasses ( thailand ) url154 via <[@user2652]>	['B-PER']	[B-PER]	
@user2652	17	17	['PROPN']	['X']	['X']	['O']	[]	check this video out -- travie mccoy : billionaire ft. bruno mars ( audio ) url120 via @user2652	check this video out -- travie mccoy : billionaire ft. bruno mars ( audio ) url120 via <[@user2652]>	['B-PER']	[B-PER]	
november	12	12	['PROPN']	['PROPN']	['PROPN']	['O']	['DATE']	cold , raining , dark early . you 'd think it was november not august bank holiday weekend	cold , raining , dark early . you 'd think it was <[november]> not august bank holiday weekend	['B-MISC']	[B-MISC]	
august	14	14	['PROPN']	['PROPN']	['PROPN']	['O']	[]	cold , raining , dark early . you 'd think it was november not august bank holiday weekend	cold , raining , dark early . you 'd think it was november not <[august]> bank holiday weekend	['B-MISC']	[B-MISC]	
@user1035	19	19	['PROPN']	['X']	['X']	['O']	[]	david mitchell 's immersive reading room , the " ultimate environment " to enjoy thousand autumns : url75 /via @user1035	david mitchell 's immersive reading room , the " ultimate environment " to enjoy thousand autumns : url75 /via <[@user1035]>	['B-PER']	[B-PER]	
masterclass	15	15	['PROPN']	['NOUN']	['NOUN']	['O']	[]	early bird special : conscious capitalism , new business model for 21st century in online masterclass - url60	early bird special : conscious capitalism , new business model for 21st century in online <[masterclass]> - url60	['O']	[B-MISC]	
d	9	9	['PROPN']	['X']	['X']	['O']	[]	first serious attack by philadelphia , but the timbers d got the ball out .	first serious attack by philadelphia , but the timbers <[d]> got the ball out .	['O']	[O]	
@user2165	7	7	['PROPN']	['X']	['X']	['O']	[]	glad some network picked up #americasmostwanted . @user2165	glad some network picked up #americasmostwanted . <[@user2165]>	['B-PER']	[B-PER]	
#campuschat	9	9	['PROPN']	['NOUN']	['NOUN']	['O']	[]	got #college admissions questions ? ask them tonight during #campuschat i 'm looking forward to advice from @user1768 url38	got #college admissions questions ? ask them tonight during <[#campuschat]> i 'm looking forward to advice from @user1768 url38	['O']	[B-MISC]	
@user1768	17	17	['PROPN']	['NOUN']	['NOUN']	['O']	[]	got #college admissions questions ? ask them tonight during #campuschat i 'm looking forward to advice from @user1768 url38	got #college admissions questions ? ask them tonight during #campuschat i 'm looking forward to advice from <[@user1768]> url38	['B-PER']	[B-PER]	
#jbspins	3	3	['PROPN']	['PROPN']	['PROPN']	['O']	[]	great review on #jbspins url77	great review on <[#jbspins]> url77	['B-MISC']	[B-MISC]	
uv	5	5	['PROPN']	['PROPN']	['PROPN']	['O']	[]	haha . my producer said uv vodka is a bad situation waitin to happen , i said #fuuuuuuucccit	haha . my producer said <[uv]> vodka is a bad situation waitin to happen , i said #fuuuuuuucccit	['B-MISC']	[B-MISC]	
@user1769	3	3	['PROPN']	['X']	['X']	['O']	[]	hal sparks tonight @user1769 !! for tix url205 and enter the promo code juice !	hal sparks tonight <[@user1769]> !! for tix url205 and enter the promo code juice !	['B-PER']	[B-PER]	
valentine	1	1	['PROPN']	['PROPN']	['PROPN']	['O']	['DATE']	happy valentine 's day ! ♥	happy <[valentine]> 's day ! ♥	['B-MISC']	[B-MISC]	
@user1525	5	5	['PROPN']	['PROPN']	['PROPN']	['O']	[]	how ? rt @user595 : @user1525 lol dats so ugly	how ? rt @user595 : <[@user1525]> lol dats so ugly	['B-PER']	[B-PER]	
jasmine	3	3	['PROPN']	['PROPN']	['PROPN']	['O']	[]	hungryyyyy ( @ jasmine 26 ) url6	hungryyyyy ( @ <[jasmine]> 26 ) url6	['B-MISC']	[B-MISC]	
#teamceltics	4	4	['PROPN']	['NOUN']	['NOUN']	['O']	[]	i bet ! haha #teamceltics yesterday ! clowns ! rt @user167 : #teamheat at philly 2nite , let 's go !	i bet ! haha <[#teamceltics]> yesterday ! clowns ! rt @user167 : #teamheat at philly 2nite , let 's go !	['O']	[B-MISC]	
#teamheat	12	12	['PROPN']	['PROPN']	['PROPN']	['O']	[]	i bet ! haha #teamceltics yesterday ! clowns ! rt @user167 : #teamheat at philly 2nite , let 's go !	i bet ! haha #teamceltics yesterday ! clowns ! rt @user167 : <[#teamheat]> at philly 2nite , let 's go !	['B-MISC']	[B-MISC]	
#yelp	12	12	['PROPN']	['NOUN']	['NOUN']	['O']	[]	i checked in at dunkin donuts ( 1 congress st ) on #yelp url28	i checked in at dunkin donuts ( 1 congress st ) on <[#yelp]> url28	['O']	[B-ORG]	
@user2450	13	13	['PROPN']	['X']	['X']	['O']	[]	i think i 'm a wait an hour or 2 & then tweet @user2450 ...	i think i 'm a wait an hour or 2 & then tweet <[@user2450]> ...	['B-PER']	[B-PER]	
@user1490	3	3	['PROPN']	['X']	['X']	['O']	[]	i uploaded a @user1490 video url116 paris.flv	i uploaded a <[@user1490]> video url116 paris.flv	['B-PER']	[B-PER]	
#bet	5	5	['PROPN']	['PROPN']	['PROPN']	['O']	[]	idk what this movie on #bet is but i 've seen it before and it s hilarious !	idk what this movie on <[#bet]> is but i 've seen it before and it s hilarious !	['B-MISC']	[B-MISC]	
@user1859	6	6	['PROPN']	['PROPN']	['PROPN']	['O']	[]	inspired after a yummy lunch with @user1859 . thanks !	inspired after a yummy lunch with <[@user1859]> . thanks !	['B-PER']	[B-PER]	
giving	3	3	['PROPN']	['VERB']	['VERB']	['O']	[]	is today thanks giving ? :l	is today thanks <[giving]> ? :l	['O']	[O]	
jihad	1	1	['PROPN']	['NOUN']	['NOUN']	['O']	[]	islamic jihad militant killed near gaza border url36	islamic <[jihad]> militant killed near gaza border url36	['O']	[B-MISC]	
january	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	['DATE']	january 16 , 2011 @user2408 will be in sm , cebu !!!!!	<[january]> 16 , 2011 @user2408 will be in sm , cebu !!!!!	['B-MISC']	[B-MISC]	
@user2408	4	4	['PROPN']	['PROPN']	['PROPN']	['O']	[]	january 16 , 2011 @user2408 will be in sm , cebu !!!!!	january 16 , 2011 <[@user2408]> will be in sm , cebu !!!!!	['B-PER']	[B-PER]	
june	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	['DATE']	june 21 * sigh *	<[june]> 21 * sigh *	['B-MISC']	[B-MISC]	
@user1322	9	9	['PROPN']	['X']	['X']	['O']	[]	lol .... i know that 's right ..... rt @user1322 @user773 and thank god 4 deliverance .... hiiiiya	lol .... i know that 's right ..... rt <[@user1322]> @user773 and thank god 4 deliverance .... hiiiiya	['B-PER']	[B-PER]	
@user773	10	10	['PROPN']	['X']	['X']	['O']	[]	lol .... i know that 's right ..... rt @user1322 @user773 and thank god 4 deliverance .... hiiiiya	lol .... i know that 's right ..... rt @user1322 <[@user773]> and thank god 4 deliverance .... hiiiiya	['B-PER']	[B-PER]	
@user359	5	5	['PROPN']	['X']	['X']	['O']	[]	making #travel a reality url160 @user359 #yakezie #lifestyle #budget #travelhacking	making #travel a reality url160 <[@user359]> #yakezie #lifestyle #budget #travelhacking	['B-PER']	[B-PER]	
@user674	7	7	['PROPN']	['NOUN']	['NOUN']	['O']	[]	making moves ! are you ? url208 @user674 dude this is great find ! #tag	making moves ! are you ? url208 <[@user674]> dude this is great find ! #tag	['B-PER']	[B-PER]	
#lakers	2	2	['PROPN']	['PROPN']	['PROPN']	['O']	[]	man da #lakers have a fucking all - star squad fuck wit it !!	man da <[#lakers]> have a fucking all - star squad fuck wit it !!	['B-MISC']	[B-MISC]	
getto	5	5	['PROPN']	['X']	['X']	['O']	[]	microwaved grilled cheese / the getto grilled cheese sandwhich / they 're made with real cheese #haiku #mooku	microwaved grilled cheese / the <[getto]> grilled cheese sandwhich / they 're made with real cheese #haiku #mooku	['O']	[B-MISC]	
dr	17	17	['PROPN']	['PROPN']	['PROPN']	['O']	[]	motorola droid oem window mount – only for the first generation motorola droid : product descriptionthe motorola dr ... url32	motorola droid oem window mount – only for the first generation motorola droid : product descriptionthe motorola <[dr]> ... url32	['B-MISC']	[O]	
wednesday	21	21	['PROPN']	['PROPN']	['PROPN']	['O']	['DATE']	next week - two morning zumba classes with me if you 're interested - monday nov 1st at 8:30 am and wednesday at ... url63	next week - two morning zumba classes with me if you 're interested - monday nov 1st at 8:30 am and <[wednesday]> at ... url63	['B-MISC']	[B-MISC]	
gunrunner	6	6	['PROPN']	['PROPN']	['PROPN']	['O']	[]	nick adamson 's online audition for gunrunner billy kane 's character " the rat " url65	nick adamson 's online audition for <[gunrunner]> billy kane 's character " the rat " url65	['B-MISC']	[B-MISC]	
rat	13	13	['PROPN']	['PROPN']	['PROPN']	['O']	[]	nick adamson 's online audition for gunrunner billy kane 's character " the rat " url65	nick adamson 's online audition for gunrunner billy kane 's character " the <[rat]> " url65	['B-MISC']	[B-MISC]	
@user4	13	13	['PROPN']	['PROPN']	['PROPN']	['O']	[]	o_o lucky you .... llabd wutup doe ?! shine ! rt @user1078 : @user4 * yawns * still in the bed :)	o_o lucky you .... llabd wutup doe ?! shine ! rt @user1078 : <[@user4]> * yawns * still in the bed :)	['B-PER']	[B-PER]	
loblaws	1	1	['PROPN']	['PROPN']	['PROPN']	['O']	[]	oh loblaws you kill me , 4 - 8	oh <[loblaws]> you kill me , 4 - 8	['B-MISC']	[B-MISC]	
psp	0	0	['PROPN']	['X']	['X']	['O']	[]	psp .... phone ... ohmygoodlord technology why are you so great . it s also an ericsson which means @user1736 will just have to buy it . ;3	<[psp]> .... phone ... ohmygoodlord technology why are you so great . it s also an ericsson which means @user1736 will just have to buy it . ;3	['O']	[B-MISC]	
@user1736	19	19	['PROPN']	['NOUN']	['NOUN']	['O']	[]	psp .... phone ... ohmygoodlord technology why are you so great . it s also an ericsson which means @user1736 will just have to buy it . ;3	psp .... phone ... ohmygoodlord technology why are you so great . it s also an ericsson which means <[@user1736]> will just have to buy it . ;3	['B-PER']	[B-PER]	
@user882	4	4	['PROPN']	['NOUN']	['NOUN']	['O']	[]	rt @user16 : fucking @user882 is louder than an group of barking dogs .	rt @user16 : fucking <[@user882]> is louder than an group of barking dogs .	['B-PER']	[B-PER]	
@user2652	17	17	['PROPN']	['X']	['X']	['O']	[]	rt @user411 laughing matter = me being serious . just watch . be encouraged !! url172 via @user2652	rt @user411 laughing matter = me being serious . just watch . be encouraged !! url172 via <[@user2652]>	['B-PER']	[B-PER]	
@user443	6	6	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user442 : exclusive picture of @user443 and jay 's mum sue ! url163	rt @user442 : exclusive picture of <[@user443]> and jay 's mum sue ! url163	['B-PER']	[B-PER]	
@user503	3	3	['PROPN']	['X']	['X']	['O']	[]	rt @user528 : @user503 read this !!! url133	rt @user528 : <[@user503]> read this !!! url133	['B-PER']	[B-PER]	
@user557	3	3	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user592 : @user557 hang in there cousin love you	rt @user592 : <[@user557]> hang in there cousin love you	['B-PER']	[B-PER]	
@user2554	3	3	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user696 : @user2554 thanks toby , someone posted a recap link here url26 , but i made it out injury free and feel g ...	rt @user696 : <[@user2554]> thanks toby , someone posted a recap link here url26 , but i made it out injury free and feel g ...	['B-PER']	[B-PER]	
@user1442	3	3	['PROPN']	['X']	['X']	['O']	[]	rt @user704 : @user1442 #libya breakthru ! we move urgently needed #food ( wheat , flour ) by truck convoy into western libya for 1st time ...	rt @user704 : <[@user1442]> #libya breakthru ! we move urgently needed #food ( wheat , flour ) by truck convoy into western libya for 1st time ...	['B-PER']	[B-PER]	
#libya	4	4	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user704 : @user1442 #libya breakthru ! we move urgently needed #food ( wheat , flour ) by truck convoy into western libya for 1st time ...	rt @user704 : @user1442 <[#libya]> breakthru ! we move urgently needed #food ( wheat , flour ) by truck convoy into western libya for 1st time ...	['B-MISC']	[B-LOC]	
@user330	3	3	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user710 : @user330 aite bruh bruh i got you foue	rt @user710 : <[@user330]> aite bruh bruh i got you foue	['B-PER']	[B-PER]	
@user334	3	3	['PROPN']	['X']	['X']	['O']	[]	rt @user799 : @user334 @user1374 @user1792 we just started this online petition . see how loved you all are ! :) url1 ...	rt @user799 : <[@user334]> @user1374 @user1792 we just started this online petition . see how loved you all are ! :) url1 ...	['B-PER']	[B-PER]	
@user1374	4	4	['PROPN']	['X']	['X']	['O']	[]	rt @user799 : @user334 @user1374 @user1792 we just started this online petition . see how loved you all are ! :) url1 ...	rt @user799 : @user334 <[@user1374]> @user1792 we just started this online petition . see how loved you all are ! :) url1 ...	['B-PER']	[B-PER]	
@user1792	5	5	['PROPN']	['X']	['X']	['O']	[]	rt @user799 : @user334 @user1374 @user1792 we just started this online petition . see how loved you all are ! :) url1 ...	rt @user799 : @user334 @user1374 <[@user1792]> we just started this online petition . see how loved you all are ! :) url1 ...	['B-PER']	[B-PER]	
@user831	4	4	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user846 : “ @user831 : #oomf is a liar , kaylee knows who i m talking about ” a lot of yur followers r liars ! lol	rt @user846 : “ <[@user831]> : #oomf is a liar , kaylee knows who i m talking about ” a lot of yur followers r liars ! lol	['B-PER']	[B-PER]	
#oomf	6	6	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user846 : “ @user831 : #oomf is a liar , kaylee knows who i m talking about ” a lot of yur followers r liars ! lol	rt @user846 : “ @user831 : <[#oomf]> is a liar , kaylee knows who i m talking about ” a lot of yur followers r liars ! lol	['B-MISC']	[B-MISC]	
@user1967	3	3	['PROPN']	['X']	['X']	['O']	[]	rt @user920 : @user1967 @user940 lmao ! " if you not down with birdman i ca n't fuck with you musically !!! " < trueshit	rt @user920 : <[@user1967]> @user940 lmao ! " if you not down with birdman i ca n't fuck with you musically !!! " < trueshit	['B-PER']	[B-PER]	
@user940	4	4	['PROPN']	['X']	['X']	['O']	[]	rt @user920 : @user1967 @user940 lmao ! " if you not down with birdman i ca n't fuck with you musically !!! " < trueshit	rt @user920 : @user1967 <[@user940]> lmao ! " if you not down with birdman i ca n't fuck with you musically !!! " < trueshit	['B-PER']	[B-PER]	
@user965	6	6	['PROPN']	['X']	['X']	['O']	[]	rt @user965 : rt @user1310 : @user965 this is my favorite screen shot from #rtm ;) ---> url198	rt @user965 : rt @user1310 : <[@user965]> this is my favorite screen shot from #rtm ;) ---> url198	['B-PER']	[B-PER]	
#rtm	14	14	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user965 : rt @user1310 : @user965 this is my favorite screen shot from #rtm ;) ---> url198	rt @user965 : rt @user1310 : @user965 this is my favorite screen shot from <[#rtm]> ;) ---> url198	['B-MISC']	[B-MISC]	
@user2309	10	10	['PROPN']	['NOUN']	['NOUN']	['O']	[]	rt @user1008 : check out the hot new la artist @user2309 music . his new mixtape " no turning back " ===}} url74 ...	rt @user1008 : check out the hot new la artist <[@user2309]> music . his new mixtape " no turning back " ===}} url74 ...	['B-PER']	[B-PER]	
@user2138	3	3	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user1050 : @user2138 forget that ! i 'm ready for your u.s. tour in april and may of 2011 !!!! hell to the yes !!! #americaloveskylie	rt @user1050 : <[@user2138]> forget that ! i 'm ready for your u.s. tour in april and may of 2011 !!!! hell to the yes !!! #americaloveskylie	['B-PER']	[B-PER]	
april	15	15	['PROPN']	['PROPN']	['PROPN']	['O']	['DATE']	rt @user1050 : @user2138 forget that ! i 'm ready for your u.s. tour in april and may of 2011 !!!! hell to the yes !!! #americaloveskylie	rt @user1050 : @user2138 forget that ! i 'm ready for your u.s. tour in <[april]> and may of 2011 !!!! hell to the yes !!! #americaloveskylie	['B-MISC']	[B-MISC]	
may	17	17	['PROPN']	['PROPN']	['PROPN']	['O']	['DATE']	rt @user1050 : @user2138 forget that ! i 'm ready for your u.s. tour in april and may of 2011 !!!! hell to the yes !!! #americaloveskylie	rt @user1050 : @user2138 forget that ! i 'm ready for your u.s. tour in april and <[may]> of 2011 !!!! hell to the yes !!! #americaloveskylie	['B-MISC']	[B-MISC]	
@user1197	7	7	['PROPN']	['NUM']	['NUM']	['O']	[]	rt @user1069 where is punk ass , @user1197 tonite !!! < honestly who cares ?? :-p	rt @user1069 where is punk ass , <[@user1197]> tonite !!! < honestly who cares ?? :-p	['B-PER']	[B-PER]	
tonite	8	8	['PROPN']	['NOUN']	['NOUN']	['O']	[]	rt @user1069 where is punk ass , @user1197 tonite !!! < honestly who cares ?? :-p	rt @user1069 where is punk ass , @user1197 <[tonite]> !!! < honestly who cares ?? :-p	['O']	[O]	
@user381	12	12	['PROPN']	['NOUN']	['NOUN']	['O']	[]	rt @user1079 : always have your stuff when you need it with @user381 . 2gb account is free ! url148	rt @user1079 : always have your stuff when you need it with <[@user381]> . 2gb account is free ! url148	['B-PER']	[B-PER]	
@user664	13	13	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user1511 : do n't nonsense ley ! we brother sister ! :d @user664 i thought you love @user1478 ma !	rt @user1511 : do n't nonsense ley ! we brother sister ! :d <[@user664]> i thought you love @user1478 ma !	['B-PER']	[B-PER]	
@user1478	18	18	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user1511 : do n't nonsense ley ! we brother sister ! :d @user664 i thought you love @user1478 ma !	rt @user1511 : do n't nonsense ley ! we brother sister ! :d @user664 i thought you love <[@user1478]> ma !	['B-PER']	[B-PER]	
@user2024	6	6	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user1655 : . #walesaid dt @user2024 should go downtown ! lol !!.. #jammy --> lmao !! man bianca !!!	rt @user1655 : . #walesaid dt <[@user2024]> should go downtown ! lol !!.. #jammy --> lmao !! man bianca !!!	['B-PER']	[B-PER]	
#jammy	13	13	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user1655 : . #walesaid dt @user2024 should go downtown ! lol !!.. #jammy --> lmao !! man bianca !!!	rt @user1655 : . #walesaid dt @user2024 should go downtown ! lol !!.. <[#jammy]> --> lmao !! man bianca !!!	['B-MISC']	[O]	
@user2065	3	3	['PROPN']	['X']	['X']	['O']	[]	rt @user1803 : @user2065 oh , hey thanks jerk !	rt @user1803 : <[@user2065]> oh , hey thanks jerk !	['B-PER']	[B-PER]	
@user715	5	5	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user1908 : i saw @user715 : never say never and here 's what i thought : url118 viva el biebs !!	rt @user1908 : i saw <[@user715]> : never say never and here 's what i thought : url118 viva el biebs !!	['B-PER']	[B-PER]	
@user1917	12	12	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user1917 : rt @user2129 : #random ii love how this nigga @user1917 kome in with the singing on #hawthornenigga #noelton - ...	rt @user1917 : rt @user2129 : #random ii love how this nigga <[@user1917]> kome in with the singing on #hawthornenigga #noelton - ...	['B-PER']	[B-PER]	
#hawthornenigga	19	19	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user1917 : rt @user2129 : #random ii love how this nigga @user1917 kome in with the singing on #hawthornenigga #noelton - ...	rt @user1917 : rt @user2129 : #random ii love how this nigga @user1917 kome in with the singing on <[#hawthornenigga]> #noelton - ...	['B-MISC']	[B-MISC]	
#noelton	20	20	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user1917 : rt @user2129 : #random ii love how this nigga @user1917 kome in with the singing on #hawthornenigga #noelton - ...	rt @user1917 : rt @user2129 : #random ii love how this nigga @user1917 kome in with the singing on #hawthornenigga <[#noelton]> - ...	['B-MISC']	[B-MISC]	
@user610	7	7	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user1962 : shout - out to @user610 definition of lil webbies i-n-d-e-p-e-n-d-e-n-t --> do you know what means man ??? « ayyye !	rt @user1962 : shout - out to <[@user610]> definition of lil webbies i-n-d-e-p-e-n-d-e-n-t --> do you know what means man ??? « ayyye !	['B-PER']	[B-PER]	
@user74	3	3	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user1987 : @user74 got them black girl groupies though	rt @user1987 : <[@user74]> got them black girl groupies though	['B-PER']	[B-PER]	
@user623	3	3	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user2087 : @user623 do nt really know where i would be without you and demi <3 i luv youuuu	rt @user2087 : <[@user623]> do nt really know where i would be without you and demi <3 i luv youuuu	['B-PER']	[B-PER]	
@user787	3	3	['PROPN']	['X']	['X']	['O']	[]	rt @user2105 : @user787 this park is the cutest thing ever omg url104	rt @user2105 : <[@user787]> this park is the cutest thing ever omg url104	['B-PER']	[B-PER]	
@user2327	8	8	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user2373 : hello , i 'm at @user2327 's home with @user404 @user2349 @user2219 and @user2498 :)	rt @user2373 : hello , i 'm at <[@user2327]> 's home with @user404 @user2349 @user2219 and @user2498 :)	['B-PER']	[B-PER]	
@user404	12	12	['PROPN']	['X']	['X']	['O']	[]	rt @user2373 : hello , i 'm at @user2327 's home with @user404 @user2349 @user2219 and @user2498 :)	rt @user2373 : hello , i 'm at @user2327 's home with <[@user404]> @user2349 @user2219 and @user2498 :)	['B-PER']	[B-PER]	
@user2349	13	13	['PROPN']	['X']	['X']	['O']	[]	rt @user2373 : hello , i 'm at @user2327 's home with @user404 @user2349 @user2219 and @user2498 :)	rt @user2373 : hello , i 'm at @user2327 's home with @user404 <[@user2349]> @user2219 and @user2498 :)	['B-PER']	[B-PER]	
@user2219	14	14	['PROPN']	['X']	['X']	['O']	[]	rt @user2373 : hello , i 'm at @user2327 's home with @user404 @user2349 @user2219 and @user2498 :)	rt @user2373 : hello , i 'm at @user2327 's home with @user404 @user2349 <[@user2219]> and @user2498 :)	['B-PER']	[B-PER]	
@user2498	16	16	['PROPN']	['X']	['X']	['O']	[]	rt @user2373 : hello , i 'm at @user2327 's home with @user404 @user2349 @user2219 and @user2498 :)	rt @user2373 : hello , i 'm at @user2327 's home with @user404 @user2349 @user2219 and <[@user2498]> :)	['B-PER']	[B-PER]	
@user1152	3	3	['PROPN']	['X']	['X']	['O']	[]	rt @user2405 « @user1152 @user401 cuffin in the avi , gim me $ 20 »	rt @user2405 « <[@user1152]> @user401 cuffin in the avi , gim me $ 20 »	['B-PER']	[B-PER]	
@user401	4	4	['PROPN']	['NUM']	['NUM']	['O']	[]	rt @user2405 « @user1152 @user401 cuffin in the avi , gim me $ 20 »	rt @user2405 « @user1152 <[@user401]> cuffin in the avi , gim me $ 20 »	['B-PER']	[B-PER]	
@user1426	19	19	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user2514 : i got to say ' peace up , a - town down ' in atlanta then @user1426 came out and sang ' yeah ! ' with me . i 'm thinking ...	rt @user2514 : i got to say ' peace up , a - town down ' in atlanta then <[@user1426]> came out and sang ' yeah ! ' with me . i 'm thinking ...	['B-PER']	[B-PER]	
@user2317	15	15	['PROPN']	['X']	['X']	['O']	[]	rt @user2563 : there is no new media : it ’s all new consumption by @user2317 url29 #newspaper #media	rt @user2563 : there is no new media : it ’s all new consumption by <[@user2317]> url29 #newspaper #media	['B-PER']	[B-PER]	
@user1295	9	9	['PROPN']	['NOUN']	['NOUN']	['O']	[]	rain rain go away <-- our song is on @user1295 i kid you not 107.5	rain rain go away <-- our song is on <[@user1295]> i kid you not 107.5	['B-PER']	[B-PER]	
id	7	7	['PROPN']	['NOUN', 'NOUN']	['NOUN', 'NOUN']	['O']	[]	ruling strikes down part of arizona voter id law - yahoo! news url70	ruling strikes down part of arizona voter <[id]> law - yahoo! news url70	['O']	[B-MISC]	
live	1	1	['PROPN']	['ADV']	['ADV']	['O']	[]	showoffradio live !!!	showoffradio <[live]> !!!	['O']	[B-MISC]	
@user776	23	23	['PROPN']	['NUM']	['NUM']	['O']	[]	sad ! you called me a liar when i was searous . you know you were my bottom bish ! rt @user984 : @user776 ahahha liar ! how are u ?	sad ! you called me a liar when i was searous . you know you were my bottom bish ! rt @user984 : <[@user776]> ahahha liar ! how are u ?	['B-PER']	[B-PER]	
@user2102	6	6	['PROPN']	['X']	['X']	['O']	[]	someone is n't replying back ! @user2102	someone is n't replying back ! <[@user2102]>	['B-PER']	[B-PER]	
@user1143	7	7	['PROPN']	['PROPN']	['PROPN']	['O']	[]	stupid kilkenny did n't get to meet @user1143 :/	stupid kilkenny did n't get to meet <[@user1143]> :/	['B-PER']	[B-PER]	
