Orig Index	Word	Start Word Index	End Word Index	POS Label	Spacy POS Label	Final POS Label	NER Label	Spacy NER Label	Tweet	Candidate Label	PROPOSED NER Label	LW NER Label	Alec NER Label	LW Additional Notes
154	@user1574	0	0	['PROPN']	['ADJ']	['ADJ']	['O']	[]	@user1574 nice !	<[@user1574]> nice !	B-PER	B-PER	B-PER	
155	@user1585	0	0	['PROPN']	['X']	['X']	['O']	[]	@user1585 lmfao that different	<[@user1585]> lmfao that different	B-PER	B-PER	B-PER	
156	@user1601	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user1601 thank you !	<[@user1601]> thank you !	B-PER	B-PER	B-PER	
157	@user1647	0	0	['PROPN']	['X']	['X']	['O']	[]	@user1647 follow @user1932 .. he has awesome quotes and your end up with wow .. :-) follow him if you like his tweets ..	<[@user1647]> follow @user1932 .. he has awesome quotes and your end up with wow .. :-) follow him if you like his tweets ..	B-PER	B-PER	B-PER	
158	@user1932	2	2	['PROPN']	['X']	['X']	['O']	[]	@user1647 follow @user1932 .. he has awesome quotes and your end up with wow .. :-) follow him if you like his tweets ..	@user1647 follow <[@user1932]> .. he has awesome quotes and your end up with wow .. :-) follow him if you like his tweets ..	B-PER	B-PER	B-PER	
159	@user1671	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user1671 oh ya i bet . should be lots of fun for you . lol :-)	<[@user1671]> oh ya i bet . should be lots of fun for you . lol :-)	B-PER	B-PER	B-PER	
160	@user1675	0	0	['PROPN']	['X']	['X']	['O']	[]	@user1675 - lol i m jk ahah itss okayy ...	<[@user1675]> - lol i m jk ahah itss okayy ...	B-PER	B-PER	B-PER	
161	@user1683	0	0	['PROPN']	['X']	['X']	['O']	[]	@user1683 hey :d please read this for me ! url191 i really wan na meet @user2082 in montreal ! <3	<[@user1683]> hey :d please read this for me ! url191 i really wan na meet @user2082 in montreal ! <3	B-PER	B-PER	B-PER	
162	@user2082	15	15	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user1683 hey :d please read this for me ! url191 i really wan na meet @user2082 in montreal ! <3	@user1683 hey :d please read this for me ! url191 i really wan na meet <[@user2082]> in montreal ! <3	B-PER	B-PER	B-PER	could be band?
163	@user1720	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user1720 kay !	<[@user1720]> kay !	B-PER	B-PER	B-PER	
164	@user1776	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user1776 protester had 4 men tackle her down , cop just watched ? i knew chief of police in my city , corrupt as hell !! i 'm re- joining today	<[@user1776]> protester had 4 men tackle her down , cop just watched ? i knew chief of police in my city , corrupt as hell !! i 'm re- joining today	B-PER	B-PER	B-PER	
165	@user1780	0	0	['PROPN']	['X']	['X']	['O']	[]	@user1780 : if a player wins his first match , then loses in the second round that 's a t-17 , technically . does that count as top - 25 ?	<[@user1780]> : if a player wins his first match , then loses in the second round that 's a t-17 , technically . does that count as top - 25 ?	B-PER	B-PER	B-PER	
166	@user1848	0	0	['PROPN']	['X']	['X']	['O']	[]	@user1848 naw naw ima have to lock up w his ass lol but she 's eating as usual 	<[@user1848]> naw naw ima have to lock up w his ass lol but she 's eating as usual 	B-PER	B-PER	B-PER	
167	@user1870	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user1870 rt @user1915 : one day i hope you look back at what we had , and regret every single thing you did to let it end .	<[@user1870]> rt @user1915 : one day i hope you look back at what we had , and regret every single thing you did to let it end .	B-PER	B-PER	B-PER	
168	@user1877	0	0	['PROPN']	['X']	['X']	['O']	[]	@user1877 cd : 90 % mp3 : 0 % vinyl : 10 %	<[@user1877]> cd : 90 % mp3 : 0 % vinyl : 10 %	B-PER	B-PER	B-PER	
169	@user1896	0	0	['PROPN']	['NUM']	['NUM']	['O']	[]	@user1896 htb sneaker expo dec18th at 330 ritch in sf from 6 pm to 10 pm 18 & over . from l.a. 2 da bay !! please rt , thanks u coming ?	<[@user1896]> htb sneaker expo dec18th at 330 ritch in sf from 6 pm to 10 pm 18 & over . from l.a. 2 da bay !! please rt , thanks u coming ?	B-PER	B-PER	B-PER	
171	@user1909	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user1909 how was paris !? xx	<[@user1909]> how was paris !? xx	B-PER	B-PER	B-PER	
172	@user1958	0	0	['PROPN']	['X']	['X']	['O']	[]	@user1958 you wo nt ?	<[@user1958]> you wo nt ?	B-PER	B-PER	B-PER	
173	@user1976	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user1976 lol i know right	<[@user1976]> lol i know right	B-PER	B-PER	B-PER	
174	@user1978	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user1978 lol thanks	<[@user1978]> lol thanks	B-PER	B-PER	B-PER	
175	@user1989	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user1989 wow ! o.o	<[@user1989]> wow ! o.o	B-PER	B-PER	B-PER	
176	@user1993	0	0	['PROPN']	['X']	['X']	['O']	[]	@user1993 nah u really do though . u r like on your 6 pic url81	<[@user1993]> nah u really do though . u r like on your 6 pic url81	B-PER	B-PER	B-PER	
177	@user1995	0	0	['PROPN']	['X']	['X']	['O']	[]	@user1995 them breast is flirting with me boo smh	<[@user1995]> them breast is flirting with me boo smh	B-PER	B-PER	B-PER	
178	@user2005	0	0	['PROPN']	['X']	['X']	['O']	[]	@user2005 hehe i 'm still on my summer vacation :) but if i do n't try get up earlier than now , i 'll definitely be late for school :'( #i4u	<[@user2005]> hehe i 'm still on my summer vacation :) but if i do n't try get up earlier than now , i 'll definitely be late for school :'( #i4u	B-PER	B-PER	B-PER	
179	@user2026	0	0	['PROPN']	['X']	['X']	['O']	[]	@user2026 i from in italy !!!!! and you ???	<[@user2026]> i from in italy !!!!! and you ???	B-PER	B-PER	B-PER	
180	@user2030	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user2030 okay ?	<[@user2030]> okay ?	B-PER	B-PER	B-PER	
181	@user2059	0	0	['PROPN']	['X']	['X']	['O']	[]	@user2059 brand new macbook with zero cost www.slop.in/qrvd	<[@user2059]> brand new macbook with zero cost www.slop.in/qrvd	B-PER	B-PER	B-PER	
182	@user2060	0	0	['PROPN']	['X']	['X']	['O']	[]	@user2060 the bbr aliases do n't add a space	<[@user2060]> the bbr aliases do n't add a space	B-PER	B-PER	B-PER	
183	@user2078	0	0	['PROPN']	['X']	['X']	['O']	[]	@user2078 well me & her ..	<[@user2078]> well me & her ..	B-PER	B-PER	B-PER	
184	@user2095	0	0	['PROPN']	['X']	['X']	['O']	[]	@user2095 haha i know ... i said that school was gon na go down the hole after we left	<[@user2095]> haha i know ... i said that school was gon na go down the hole after we left	B-PER	B-PER	B-PER	
185	@user2121	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user2121 happy birthday !!!! i 'm so glad you were born ! you should have @user1624 take u out since he 's a texan again ... if u r town	<[@user2121]> happy birthday !!!! i 'm so glad you were born ! you should have @user1624 take u out since he 's a texan again ... if u r town	B-PER	B-PER	B-PER	
186	@user1624	15	15	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user2121 happy birthday !!!! i 'm so glad you were born ! you should have @user1624 take u out since he 's a texan again ... if u r town	@user2121 happy birthday !!!! i 'm so glad you were born ! you should have <[@user1624]> take u out since he 's a texan again ... if u r town	B-PER	B-PER	B-PER	
187	@user2203	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user2203 lol , we are one . and that was me this weekend especially . maybe put it off until you feel like ~ talking again ?	<[@user2203]> lol , we are one . and that was me this weekend especially . maybe put it off until you feel like ~ talking again ?	B-PER	B-PER	B-PER	
188	@user2217	0	0	['PROPN']	['X']	['X']	['O']	[]	@user2217 @user999 @user1452 @user1162 and some others unfollowed me [ checked by url119 ]	<[@user2217]> @user999 @user1452 @user1162 and some others unfollowed me [ checked by url119 ]	B-PER	B-PER	B-PER	
189	@user999	1	1	['PROPN']	['X']	['X']	['O']	[]	@user2217 @user999 @user1452 @user1162 and some others unfollowed me [ checked by url119 ]	@user2217 <[@user999]> @user1452 @user1162 and some others unfollowed me [ checked by url119 ]	B-PER	B-PER	B-PER	
190	@user1452	2	2	['PROPN']	['X']	['X']	['O']	[]	@user2217 @user999 @user1452 @user1162 and some others unfollowed me [ checked by url119 ]	@user2217 @user999 <[@user1452]> @user1162 and some others unfollowed me [ checked by url119 ]	B-PER	B-PER	B-PER	
191	@user1162	3	3	['PROPN']	['X']	['X']	['O']	[]	@user2217 @user999 @user1452 @user1162 and some others unfollowed me [ checked by url119 ]	@user2217 @user999 @user1452 <[@user1162]> and some others unfollowed me [ checked by url119 ]	B-PER	B-PER	B-PER	
192	@user2225	0	0	['PROPN']	['X']	['X']	['O']	[]	@user2225 eh yeah i 'll be fine , just annoyed	<[@user2225]> eh yeah i 'll be fine , just annoyed	B-PER	B-PER	B-PER	
193	@user2226	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user2226 i love you more	<[@user2226]> i love you more	B-PER	B-PER	B-PER	
194	@user2228	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user2228 on my way ... lol	<[@user2228]> on my way ... lol	B-PER	B-PER	B-PER	
195	@user2229	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user2229 of course she can come	<[@user2229]> of course she can come	B-PER	B-PER	B-PER	
196	@user2238	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user2238 you suppose to say good'morning love ♥	<[@user2238]> you suppose to say good'morning love ♥	B-PER	B-PER	B-PER	
197	@user2241	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user2241 wow ! one of your best self portraits ever ! url211	<[@user2241]> wow ! one of your best self portraits ever ! url211	B-PER	B-PER	B-PER	
198	@user2247	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user2247 hey how is it going .. did u set it up ?	<[@user2247]> hey how is it going .. did u set it up ?	B-PER	B-PER	B-PER	
199	@user2252	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user2252 can we go to tims please and tonkkss	<[@user2252]> can we go to tims please and tonkkss	B-PER	B-PER	B-PER	
201	@user2256	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user2256 i miss you too <3 i miss | california | but imma come see you as soon as i come back i #promise	<[@user2256]> i miss you too <3 i miss | california | but imma come see you as soon as i come back i #promise	B-PER	B-PER	B-PER	
202	california	9	9	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user2256 i miss you too <3 i miss | california | but imma come see you as soon as i come back i #promise	@user2256 i miss you too <3 i miss | <[california]> | but imma come see you as soon as i come back i #promise	B-MISC	B-LOC	B-LOC	
203	@user2260	0	0	['PROPN']	['X']	['X']	['O']	[]	@user2260 * fingers crossed *	<[@user2260]> * fingers crossed *	B-PER	B-PER	B-PER	
204	@user2301	0	0	['PROPN']	['X']	['X']	['O']	[]	@user2301 home is where i 'd like to be right now ! my mom feeding me more than what i need . :) the best !	<[@user2301]> home is where i 'd like to be right now ! my mom feeding me more than what i need . :) the best !	B-PER	B-PER	B-PER	
205	@user2302	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user2302 lol looks like i hit the nail n the head with that one . ;-p	<[@user2302]> lol looks like i hit the nail n the head with that one . ;-p	B-PER	B-PER	B-PER	
206	@user2310	0	0	['PROPN']	['NUM']	['NUM']	['O']	[]	@user2310 good morning sexy one !	<[@user2310]> good morning sexy one !	B-PER	B-PER	B-PER	
207	@user2371	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user2371 wait a sec ... how late do you eat ?!? it 's like dinnertime here !	<[@user2371]> wait a sec ... how late do you eat ?!? it 's like dinnertime here !	B-PER	B-PER	B-PER	
208	@user2390	0	0	['PROPN']	['X']	['X']	['O']	[]	@user2390 why not ?!	<[@user2390]> why not ?!	B-PER	B-PER	B-PER	
209	@user2391	0	0	['PROPN']	['X']	['X']	['O']	[]	@user2391 @user2508 actually sounds like it was too pit .	<[@user2391]> @user2508 actually sounds like it was too pit .	B-PER	B-PER	B-PER	
210	@user2508	1	1	['PROPN']	['X']	['X']	['O']	[]	@user2391 @user2508 actually sounds like it was too pit .	@user2391 <[@user2508]> actually sounds like it was too pit .	B-PER	B-PER	B-PER	
211	@user2395	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user2395 where did you ask ? we are very prompt with replies . if you want to dm your name or email we can check right now .	<[@user2395]> where did you ask ? we are very prompt with replies . if you want to dm your name or email we can check right now .	B-PER	B-PER	B-PER	
212	@user2411	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user2411 heh . ca n't go wrong at minimum wage .	<[@user2411]> heh . ca n't go wrong at minimum wage .	B-PER	B-PER	B-PER	
213	@user2422	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user2422 there are more #creatures in donny 's room in today too bad you missed them :)	<[@user2422]> there are more #creatures in donny 's room in today too bad you missed them :)	B-PER	B-PER	B-PER	
214	@user2425	0	0	['PROPN']	['X']	['X']	['O']	[]	@user2425 lmao	<[@user2425]> lmao	B-PER	B-PER	B-PER	
215	@user2430	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user2430 what 's that !	<[@user2430]> what 's that !	B-PER	B-PER	B-PER	
216	@user2455	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user2455 hashy !!!!!! kiss my a ** lol	<[@user2455]> hashy !!!!!! kiss my a ** lol	B-PER	B-PER	B-PER	
217	@user2458	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user2458 well y da hell u did nt charge it ??	<[@user2458]> well y da hell u did nt charge it ??	B-PER	B-PER	B-PER	
218	@user2465	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user2465 i learned to knit so i could make wool soakers #fluffntreat	<[@user2465]> i learned to knit so i could make wool soakers #fluffntreat	B-PER	B-PER	B-PER	
219	@user2471	0	0	['PROPN']	['X']	['X']	['O']	[]	@user2471 stheriouthly .	<[@user2471]> stheriouthly .	B-PER	B-PER	B-PER	
220	@user2476	0	0	['PROPN']	['X']	['X']	['O']	[]	@user2476 i 'm not too worried about the heat ... lebron never quits in important games versus the celtics ... oh wait	<[@user2476]> i 'm not too worried about the heat ... lebron never quits in important games versus the celtics ... oh wait	B-PER	B-PER	B-PER	
221	@user2493	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user2493 i know but it 's long . it feels like math class .	<[@user2493]> i know but it 's long . it feels like math class .	B-PER	B-PER	B-PER	
222	@user2496	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user2496 hiding from this tornado . how was that hibachi ? i got a taste for some	<[@user2496]> hiding from this tornado . how was that hibachi ? i got a taste for some	B-PER	B-PER	B-PER	
223	@user2497	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user2497 honestly ? i have no idea . i just am ... all . the . time . :(	<[@user2497]> honestly ? i have no idea . i just am ... all . the . time . :(	B-PER	B-PER	B-PER	
224	@user2502	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user2502 glad #virgin is keeping you happy !	<[@user2502]> glad #virgin is keeping you happy !	B-PER	B-PER	B-PER	
226	@user2530	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user2530 i like monkeys , but i still hate costco parking lots ..	<[@user2530]> i like monkeys , but i still hate costco parking lots ..	B-PER	B-PER	B-PER	
227	@user2538	0	0	['PROPN']	['NUM']	['NUM']	['O']	[]	@user2538 danilo gallinari	<[@user2538]> danilo gallinari	B-PER	B-PER	B-PER	
228	@user2553	0	0	['PROPN']	['X']	['X']	['O']	[]	@user2553 the giants pitchers hair is as long as mine . ha !	<[@user2553]> the giants pitchers hair is as long as mine . ha !	B-PER	B-PER	B-PER	
229	@user2556	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user2556 that good times episode was fucking hilarious	<[@user2556]> that good times episode was fucking hilarious	B-PER	B-PER	B-PER	
230	@user2595	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user2595 i know but passing uni so i can go to america next year and stalk out corey , that 's a plan .	<[@user2595]> i know but passing uni so i can go to america next year and stalk out corey , that 's a plan .	B-PER	B-PER	B-PER	
231	@user2599	0	0	['PROPN']	['X']	['X']	['O']	[]	@user2599 true true . i 'm in love wit food nigga	<[@user2599]> true true . i 'm in love wit food nigga	B-PER	B-PER	B-PER	
232	@user2625	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user2625 lol , naw , we good	<[@user2625]> lol , naw , we good	B-PER	B-PER	B-PER	
233	@user2635	0	0	['PROPN']	['X']	['X']	['O']	[]	@user2635 because i do n't have school on friday	<[@user2635]> because i do n't have school on friday	B-PER	B-PER	B-PER	
234	@user2645	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user2645 no you were right lol .. i do have to stop and i appreciate the input	<[@user2645]> no you were right lol .. i do have to stop and i appreciate the input	B-PER	B-PER	B-PER	
237	h	14	14	['PROPN']	['NOUN']	['NOUN']	['O']	[]	any haggis out there ? do n't say that ! what ? the ' h ' word . do n't say it ! all right ... are there any out there though ?	any haggis out there ? do n't say that ! what ? the ' <[h]> ' word . do n't say it ! all right ... are there any out there though ?	O	O	O	
238	@user2427	1	1	['PROPN']	['PROPN']	['PROPN']	['O']	[]	awww @user2427 is going to bring a little girl on stage with her to sing ! :') she 's sooo nice ! :)	awww <[@user2427]> is going to bring a little girl on stage with her to sing ! :') she 's sooo nice ! :)	B-PER	B-PER	B-PER	
239	@user2304	4	4	['PROPN']	['X']	['X']	['O']	[]	ayeee do ya thing @user2304 @user187 @user2382 @user125 @user1779 @user813 @user2381 @user2380 shootn my movie	ayeee do ya thing <[@user2304]> @user187 @user2382 @user125 @user1779 @user813 @user2381 @user2380 shootn my movie	B-PER	B-PER	B-PER	
240	@user187	5	5	['PROPN']	['X']	['X']	['O']	[]	ayeee do ya thing @user2304 @user187 @user2382 @user125 @user1779 @user813 @user2381 @user2380 shootn my movie	ayeee do ya thing @user2304 <[@user187]> @user2382 @user125 @user1779 @user813 @user2381 @user2380 shootn my movie	B-PER	B-PER	B-PER	
241	@user2382	6	6	['PROPN']	['X']	['X']	['O']	[]	ayeee do ya thing @user2304 @user187 @user2382 @user125 @user1779 @user813 @user2381 @user2380 shootn my movie	ayeee do ya thing @user2304 @user187 <[@user2382]> @user125 @user1779 @user813 @user2381 @user2380 shootn my movie	B-PER	B-PER	B-PER	
242	@user125	7	7	['PROPN']	['X']	['X']	['O']	[]	ayeee do ya thing @user2304 @user187 @user2382 @user125 @user1779 @user813 @user2381 @user2380 shootn my movie	ayeee do ya thing @user2304 @user187 @user2382 <[@user125]> @user1779 @user813 @user2381 @user2380 shootn my movie	B-PER	B-PER	B-PER	
243	@user1779	8	8	['PROPN']	['X']	['X']	['O']	[]	ayeee do ya thing @user2304 @user187 @user2382 @user125 @user1779 @user813 @user2381 @user2380 shootn my movie	ayeee do ya thing @user2304 @user187 @user2382 @user125 <[@user1779]> @user813 @user2381 @user2380 shootn my movie	B-PER	B-PER	B-PER	
244	@user813	9	9	['PROPN']	['X']	['X']	['O']	[]	ayeee do ya thing @user2304 @user187 @user2382 @user125 @user1779 @user813 @user2381 @user2380 shootn my movie	ayeee do ya thing @user2304 @user187 @user2382 @user125 @user1779 <[@user813]> @user2381 @user2380 shootn my movie	B-PER	B-PER	B-PER	
245	@user2381	10	10	['PROPN']	['X']	['X']	['O']	[]	ayeee do ya thing @user2304 @user187 @user2382 @user125 @user1779 @user813 @user2381 @user2380 shootn my movie	ayeee do ya thing @user2304 @user187 @user2382 @user125 @user1779 @user813 <[@user2381]> @user2380 shootn my movie	B-PER	B-PER	B-PER	
246	@user2380	11	11	['PROPN']	['X']	['X']	['O']	[]	ayeee do ya thing @user2304 @user187 @user2382 @user125 @user1779 @user813 @user2381 @user2380 shootn my movie	ayeee do ya thing @user2304 @user187 @user2382 @user125 @user1779 @user813 @user2381 <[@user2380]> shootn my movie	B-PER	B-PER	B-PER	
248	bbm	0	0	['PROPN']	['NOUN']	['NOUN']	['O']	[]	bbm yawn face * man that #napflow felt so refreshing .	<[bbm]> yawn face * man that #napflow felt so refreshing .	O	O	O	
250	@user227	21	21	['PROPN']	['PROPN']	['PROPN']	['O']	[]	bwaahaha that is classic . scoreboard ! ended your season . you got rolled by the team that lost to isu @user227 : @user168 husker fan	bwaahaha that is classic . scoreboard ! ended your season . you got rolled by the team that lost to isu <[@user227]> : @user168 husker fan	B-PER	B-PER	B-PER	
251	@user168	23	23	['PROPN']	['PROPN']	['PROPN']	['O']	[]	bwaahaha that is classic . scoreboard ! ended your season . you got rolled by the team that lost to isu @user227 : @user168 husker fan	bwaahaha that is classic . scoreboard ! ended your season . you got rolled by the team that lost to isu @user227 : <[@user168]> husker fan	B-PER	B-PER	B-PER	
253	@user2209	6	6	['PROPN']	['X']	['X']	['O']	[]	cartoons of the day url168 via @user2209	cartoons of the day url168 via <[@user2209]>	B-PER	B-PER	B-PER	
261	d	9	9	['PROPN']	['X']	['X']	['O']	[]	first serious attack by philadelphia , but the timbers d got the ball out .	first serious attack by philadelphia , but the timbers <[d]> got the ball out .	O	O	O	
262	@user2165	7	7	['PROPN']	['X']	['X']	['O']	[]	glad some network picked up #americasmostwanted . @user2165	glad some network picked up #americasmostwanted . <[@user2165]>	B-PER	B-PER	B-PER	
264	@user1768	17	17	['PROPN']	['NOUN']	['NOUN']	['O']	[]	got #college admissions questions ? ask them tonight during #campuschat i 'm looking forward to advice from @user1768 url38	got #college admissions questions ? ask them tonight during #campuschat i 'm looking forward to advice from <[@user1768]> url38	B-PER	B-PER	B-PER	
265	#jbspins	3	3	['PROPN']	['PROPN']	['PROPN']	['O']	[]	great review on #jbspins url77	great review on <[#jbspins]> url77	B-MISC	B-MISC	B-MISC	
267	@user1769	3	3	['PROPN']	['X']	['X']	['O']	[]	hal sparks tonight @user1769 !! for tix url205 and enter the promo code juice !	hal sparks tonight <[@user1769]> !! for tix url205 and enter the promo code juice !	B-PER	B-PER	B-PER	
269	@user1525	5	5	['PROPN']	['PROPN']	['PROPN']	['O']	[]	how ? rt @user595 : @user1525 lol dats so ugly	how ? rt @user595 : <[@user1525]> lol dats so ugly	B-PER	B-PER	B-PER	
273	#yelp	12	12	['PROPN']	['NOUN']	['NOUN']	['O']	[]	i checked in at dunkin donuts ( 1 congress st ) on #yelp url28	i checked in at dunkin donuts ( 1 congress st ) on <[#yelp]> url28	O	B-ORG	B-ORG	
274	@user2450	13	13	['PROPN']	['X']	['X']	['O']	[]	i think i 'm a wait an hour or 2 & then tweet @user2450 ...	i think i 'm a wait an hour or 2 & then tweet <[@user2450]> ...	B-PER	B-PER	B-PER	
277	@user1859	6	6	['PROPN']	['PROPN']	['PROPN']	['O']	[]	inspired after a yummy lunch with @user1859 . thanks !	inspired after a yummy lunch with <[@user1859]> . thanks !	B-PER	B-PER	B-PER	
281	@user2408	4	4	['PROPN']	['PROPN']	['PROPN']	['O']	[]	january 16 , 2011 @user2408 will be in sm , cebu !!!!!	january 16 , 2011 <[@user2408]> will be in sm , cebu !!!!!	B-PER	B-PER	B-PER	
283	@user1322	9	9	['PROPN']	['X']	['X']	['O']	[]	lol .... i know that 's right ..... rt @user1322 @user773 and thank god 4 deliverance .... hiiiiya	lol .... i know that 's right ..... rt <[@user1322]> @user773 and thank god 4 deliverance .... hiiiiya	B-PER	B-PER	B-PER	
284	@user773	10	10	['PROPN']	['X']	['X']	['O']	[]	lol .... i know that 's right ..... rt @user1322 @user773 and thank god 4 deliverance .... hiiiiya	lol .... i know that 's right ..... rt @user1322 <[@user773]> and thank god 4 deliverance .... hiiiiya	B-PER	B-PER	B-PER	
285	@user359	5	5	['PROPN']	['X']	['X']	['O']	[]	making #travel a reality url160 @user359 #yakezie #lifestyle #budget #travelhacking	making #travel a reality url160 <[@user359]> #yakezie #lifestyle #budget #travelhacking	B-PER	B-PER	B-PER	
286	@user674	7	7	['PROPN']	['NOUN']	['NOUN']	['O']	[]	making moves ! are you ? url208 @user674 dude this is great find ! #tag	making moves ! are you ? url208 <[@user674]> dude this is great find ! #tag	B-PER	B-PER	B-PER	
291	gunrunner	6	6	['PROPN']	['PROPN']	['PROPN']	['O']	[]	nick adamson 's online audition for gunrunner billy kane 's character " the rat " url65	nick adamson 's online audition for <[gunrunner]> billy kane 's character " the rat " url65	B-MISC	B-MISC	B-MISC	work of art
293	@user4	13	13	['PROPN']	['PROPN']	['PROPN']	['O']	[]	o_o lucky you .... llabd wutup doe ?! shine ! rt @user1078 : @user4 * yawns * still in the bed :)	o_o lucky you .... llabd wutup doe ?! shine ! rt @user1078 : <[@user4]> * yawns * still in the bed :)	B-PER	B-PER	B-PER	
295	psp	0	0	['PROPN']	['X']	['X']	['O']	[]	psp .... phone ... ohmygoodlord technology why are you so great . it s also an ericsson which means @user1736 will just have to buy it . ;3	<[psp]> .... phone ... ohmygoodlord technology why are you so great . it s also an ericsson which means @user1736 will just have to buy it . ;3	O	B-MISC	B-MISC	
296	@user1736	19	19	['PROPN']	['NOUN']	['NOUN']	['O']	[]	psp .... phone ... ohmygoodlord technology why are you so great . it s also an ericsson which means @user1736 will just have to buy it . ;3	psp .... phone ... ohmygoodlord technology why are you so great . it s also an ericsson which means <[@user1736]> will just have to buy it . ;3	B-PER	B-PER	B-PER	
297	@user882	4	4	['PROPN']	['NOUN']	['NOUN']	['O']	[]	rt @user16 : fucking @user882 is louder than an group of barking dogs .	rt @user16 : fucking <[@user882]> is louder than an group of barking dogs .	B-PER	B-PER	B-PER	
299	@user443	6	6	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user442 : exclusive picture of @user443 and jay 's mum sue ! url163	rt @user442 : exclusive picture of <[@user443]> and jay 's mum sue ! url163	B-PER	B-PER	B-PER	
300	@user503	3	3	['PROPN']	['X']	['X']	['O']	[]	rt @user528 : @user503 read this !!! url133	rt @user528 : <[@user503]> read this !!! url133	B-PER	B-PER	B-PER	
301	@user557	3	3	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user592 : @user557 hang in there cousin love you	rt @user592 : <[@user557]> hang in there cousin love you	B-PER	B-PER	B-PER	
302	@user2554	3	3	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user696 : @user2554 thanks toby , someone posted a recap link here url26 , but i made it out injury free and feel g ...	rt @user696 : <[@user2554]> thanks toby , someone posted a recap link here url26 , but i made it out injury free and feel g ...	B-PER	B-PER	B-PER	
303	@user1442	3	3	['PROPN']	['X']	['X']	['O']	[]	rt @user704 : @user1442 #libya breakthru ! we move urgently needed #food ( wheat , flour ) by truck convoy into western libya for 1st time ...	rt @user704 : <[@user1442]> #libya breakthru ! we move urgently needed #food ( wheat , flour ) by truck convoy into western libya for 1st time ...	B-PER	B-PER	B-PER	
304	#libya	4	4	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user704 : @user1442 #libya breakthru ! we move urgently needed #food ( wheat , flour ) by truck convoy into western libya for 1st time ...	rt @user704 : @user1442 <[#libya]> breakthru ! we move urgently needed #food ( wheat , flour ) by truck convoy into western libya for 1st time ...	B-MISC	B-LOC	B-LOC	
305	@user330	3	3	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user710 : @user330 aite bruh bruh i got you foue	rt @user710 : <[@user330]> aite bruh bruh i got you foue	B-PER	B-PER	B-PER	
306	@user334	3	3	['PROPN']	['X']	['X']	['O']	[]	rt @user799 : @user334 @user1374 @user1792 we just started this online petition . see how loved you all are ! :) url1 ...	rt @user799 : <[@user334]> @user1374 @user1792 we just started this online petition . see how loved you all are ! :) url1 ...	B-PER	B-PER	B-PER	
