Sentence Index	Word	Start Word Index	End Word Index	POS Label	NER Label	Tweet	Tweet POS Labels	Tweet NER Labels
430	monday nov	14	15	['PROPN', 'PROPN']	['O', 'O']	next week - two morning zumba classes with me if you 're interested - monday nov 1st at 8:30 am and wednesday at ... url63	['ADJ', 'NOUN', 'PUNCT', 'NUM', 'NOUN', 'PROPN', 'NOUN', 'ADP', 'PRON', 'SCONJ', 'PRON', 'AUX', 'ADJ', 'PUNCT', 'PROPN', 'PROPN', 'NOUN', 'ADP', 'NUM', 'NOUN', 'CCONJ', 'PROPN', 'ADP', 'PUNCT', 'X']	['O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
430	wednesday	21	21	['PROPN']	['O']	next week - two morning zumba classes with me if you 're interested - monday nov 1st at 8:30 am and wednesday at ... url63	['ADJ', 'NOUN', 'PUNCT', 'NUM', 'NOUN', 'PROPN', 'NOUN', 'ADP', 'PRON', 'SCONJ', 'PRON', 'AUX', 'ADJ', 'PUNCT', 'PROPN', 'PROPN', 'NOUN', 'ADP', 'NUM', 'NOUN', 'CCONJ', 'PROPN', 'ADP', 'PUNCT', 'X']	['O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
431	gunrunner	6	6	['PROPN']	['O']	"nick adamson 's online audition for gunrunner billy kane 's character "" the rat "" url65"	['PROPN', 'PROPN', 'PART', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'PART', 'NOUN', 'PUNCT', 'DET', 'PROPN', 'PUNCT', 'X']	['B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
431	rat	13	13	['PROPN']	['O']	"nick adamson 's online audition for gunrunner billy kane 's character "" the rat "" url65"	['PROPN', 'PROPN', 'PART', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'PART', 'NOUN', 'PUNCT', 'DET', 'PROPN', 'PUNCT', 'X']	['B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
439	@user4	13	13	['PROPN']	['O']	o_o lucky you .... llabd wutup doe ?! shine ! rt @user1078 : @user4 * yawns * still in the bed :)	['SYM', 'ADJ', 'PRON', 'PUNCT', 'INTJ', 'VERB', 'ADV', 'PUNCT', 'VERB', 'PUNCT', 'X', 'X', 'PUNCT', 'PROPN', 'PUNCT', 'VERB', 'PUNCT', 'ADV', 'ADP', 'DET', 'NOUN', 'SYM']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
441	loblaws	1	1	['PROPN']	['O']	oh loblaws you kill me , 4 - 8	['INTJ', 'PROPN', 'PRON', 'VERB', 'PRON', 'PUNCT', 'NUM', 'SYM', 'NUM']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
445	fitness business	5	6	['PROPN', 'PROPN']	['O', 'O']	owning your craft in the fitness business - url151 #fitness bodybuilding #professionals #vancouver	['VERB', 'PRON', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PUNCT', 'X', 'X', 'X', 'X', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
447	four loko	11	12	['PROPN', 'PROPN']	['O', 'O']	ps : hearing the the early show cast get outraged by four loko was hilarious . made my morning and subsequent day . #parentsjustdontunderstand	['NOUN', 'PUNCT', 'VERB', 'DET', 'DET', 'ADJ', 'NOUN', 'NOUN', 'AUX', 'ADJ', 'ADP', 'PROPN', 'PROPN', 'AUX', 'ADJ', 'PUNCT', 'VERB', 'PRON', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'PUNCT', 'X']	['O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
448	psp	0	0	['PROPN']	['O']	psp .... phone ... ohmygoodlord technology why are you so great . it s also an ericsson which means @user1736 will just have to buy it . ;3	['PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'INTJ', 'NOUN', 'ADV', 'AUX', 'PRON', 'ADV', 'ADJ', 'PUNCT', 'PRON', 'AUX', 'ADV', 'DET', 'PROPN', 'PRON', 'VERB', 'PROPN', 'AUX', 'ADV', 'VERB', 'PART', 'VERB', 'PRON', 'PUNCT', 'SYM']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
448	@user1736	19	19	['PROPN']	['O']	psp .... phone ... ohmygoodlord technology why are you so great . it s also an ericsson which means @user1736 will just have to buy it . ;3	['PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'INTJ', 'NOUN', 'ADV', 'AUX', 'PRON', 'ADV', 'ADJ', 'PUNCT', 'PRON', 'AUX', 'ADV', 'DET', 'PROPN', 'PRON', 'VERB', 'PROPN', 'AUX', 'ADV', 'VERB', 'PART', 'VERB', 'PRON', 'PUNCT', 'SYM']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
455	@user882	4	4	['PROPN']	['O']	rt @user16 : fucking @user882 is louder than an group of barking dogs .	['X', 'X', 'PUNCT', 'ADJ', 'PROPN', 'AUX', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADP', 'VERB', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
460	@user2652	17	17	['PROPN']	['O']	rt @user411 laughing matter = me being serious . just watch . be encouraged !! url172 via @user2652	['X', 'X', 'VERB', 'NOUN', 'PUNCT', 'PRON', 'AUX', 'ADJ', 'PUNCT', 'ADV', 'VERB', 'PUNCT', 'AUX', 'VERB', 'PUNCT', 'X', 'ADP', 'PROPN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
463	@user443	6	6	['PROPN']	['O']	rt @user442 : exclusive picture of @user443 and jay 's mum sue ! url163	['X', 'X', 'PUNCT', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'CCONJ', 'PROPN', 'PART', 'NOUN', 'PROPN', 'PUNCT', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'B-PER', 'O', 'O']
465	@user503	3	3	['PROPN']	['O']	rt @user528 : @user503 read this !!! url133	['X', 'X', 'PUNCT', 'PROPN', 'VERB', 'PRON', 'PUNCT', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
467	@user557	3	3	['PROPN']	['O']	rt @user592 : @user557 hang in there cousin love you	['X', 'X', 'PUNCT', 'PROPN', 'VERB', 'ADP', 'ADV', 'NOUN', 'VERB', 'PRON']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
472	@user2554	3	3	['PROPN']	['O']	rt @user696 : @user2554 thanks toby , someone posted a recap link here url26 , but i made it out injury free and feel g ...	['X', 'X', 'PUNCT', 'PROPN', 'NOUN', 'PROPN', 'PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'NOUN', 'ADV', 'X', 'PUNCT', 'CCONJ', 'PRON', 'VERB', 'PRON', 'ADP', 'NOUN', 'ADJ', 'CCONJ', 'VERB', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
473	@user1442	3	3	['PROPN']	['O']	rt @user704 : @user1442 #libya breakthru ! we move urgently needed #food ( wheat , flour ) by truck convoy into western libya for 1st time ...	['X', 'X', 'PUNCT', 'PROPN', 'PROPN', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'ADV', 'VERB', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'ADP', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'PROPN', 'ADP', 'ADJ', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O']
473	#libya	4	4	['PROPN']	['O']	rt @user704 : @user1442 #libya breakthru ! we move urgently needed #food ( wheat , flour ) by truck convoy into western libya for 1st time ...	['X', 'X', 'PUNCT', 'PROPN', 'PROPN', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'ADV', 'VERB', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'ADP', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'PROPN', 'ADP', 'ADJ', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O']
474	@user330	3	3	['PROPN']	['O']	rt @user710 : @user330 aite bruh bruh i got you foue	['X', 'X', 'PUNCT', 'PROPN', 'INTJ', 'NOUN', 'NOUN', 'PRON', 'VERB', 'PRON', 'NOUN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
476	@user334	3	3	['PROPN']	['O']	rt @user799 : @user334 @user1374 @user1792 we just started this online petition . see how loved you all are ! :) url1 ...	['X', 'X', 'PUNCT', 'PROPN', 'PROPN', 'PROPN', 'PRON', 'ADV', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'ADV', 'ADJ', 'PRON', 'DET', 'AUX', 'PUNCT', 'SYM', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
476	@user1374	4	4	['PROPN']	['O']	rt @user799 : @user334 @user1374 @user1792 we just started this online petition . see how loved you all are ! :) url1 ...	['X', 'X', 'PUNCT', 'PROPN', 'PROPN', 'PROPN', 'PRON', 'ADV', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'ADV', 'ADJ', 'PRON', 'DET', 'AUX', 'PUNCT', 'SYM', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
476	@user1792	5	5	['PROPN']	['O']	rt @user799 : @user334 @user1374 @user1792 we just started this online petition . see how loved you all are ! :) url1 ...	['X', 'X', 'PUNCT', 'PROPN', 'PROPN', 'PROPN', 'PRON', 'ADV', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'ADV', 'ADJ', 'PRON', 'DET', 'AUX', 'PUNCT', 'SYM', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
479	@user831	4	4	['PROPN']	['O']	rt @user846 : “ @user831 : #oomf is a liar , kaylee knows who i m talking about ” a lot of yur followers r liars ! lol	['X', 'X', 'PUNCT', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'AUX', 'DET', 'NOUN', 'PUNCT', 'PROPN', 'VERB', 'PRON', 'PRON', 'AUX', 'VERB', 'ADP', 'PUNCT', 'DET', 'NOUN', 'ADP', 'PRON', 'NOUN', 'AUX', 'NOUN', 'PUNCT', 'INTJ']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
479	#oomf	6	6	['PROPN']	['O']	rt @user846 : “ @user831 : #oomf is a liar , kaylee knows who i m talking about ” a lot of yur followers r liars ! lol	['X', 'X', 'PUNCT', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'AUX', 'DET', 'NOUN', 'PUNCT', 'PROPN', 'VERB', 'PRON', 'PRON', 'AUX', 'VERB', 'ADP', 'PUNCT', 'DET', 'NOUN', 'ADP', 'PRON', 'NOUN', 'AUX', 'NOUN', 'PUNCT', 'INTJ']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
483	@user1967	3	3	['PROPN']	['O']	"rt @user920 : @user1967 @user940 lmao ! "" if you not down with birdman i ca n't fuck with you musically !!! "" < trueshit"	['X', 'X', 'PUNCT', 'PROPN', 'PROPN', 'INTJ', 'PUNCT', 'PUNCT', 'SCONJ', 'PRON', 'PART', 'ADV', 'ADP', 'PROPN', 'PRON', 'AUX', 'PART', 'VERB', 'ADP', 'PRON', 'ADV', 'PUNCT', 'PUNCT', 'PUNCT', 'PROPN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
483	@user940	4	4	['PROPN']	['O']	"rt @user920 : @user1967 @user940 lmao ! "" if you not down with birdman i ca n't fuck with you musically !!! "" < trueshit"	['X', 'X', 'PUNCT', 'PROPN', 'PROPN', 'INTJ', 'PUNCT', 'PUNCT', 'SCONJ', 'PRON', 'PART', 'ADV', 'ADP', 'PROPN', 'PRON', 'AUX', 'PART', 'VERB', 'ADP', 'PRON', 'ADV', 'PUNCT', 'PUNCT', 'PUNCT', 'PROPN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
486	@user965	6	6	['PROPN']	['O']	rt @user965 : rt @user1310 : @user965 this is my favorite screen shot from #rtm ;) ---> url198	['X', 'X', 'PUNCT', 'X', 'X', 'PUNCT', 'PROPN', 'PRON', 'AUX', 'PRON', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'PROPN', 'SYM', 'SYM', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
486	#rtm	14	14	['PROPN']	['O']	rt @user965 : rt @user1310 : @user965 this is my favorite screen shot from #rtm ;) ---> url198	['X', 'X', 'PUNCT', 'X', 'X', 'PUNCT', 'PROPN', 'PRON', 'AUX', 'PRON', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'PROPN', 'SYM', 'SYM', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
488	@user2309	10	10	['PROPN']	['O']	"rt @user1008 : check out the hot new la artist @user2309 music . his new mixtape "" no turning back "" ===}} url74 ..."	['X', 'X', 'PUNCT', 'VERB', 'ADP', 'DET', 'ADJ', 'ADJ', 'PROPN', 'NOUN', 'PROPN', 'NOUN', 'PUNCT', 'PRON', 'ADJ', 'NOUN', 'PUNCT', 'ADV', 'VERB', 'ADV', 'PUNCT', 'SYM', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O']
490	@user2138	3	3	['PROPN']	['O']	rt @user1050 : @user2138 forget that ! i 'm ready for your u.s. tour in april and may of 2011 !!!! hell to the yes !!! #americaloveskylie	['X', 'X', 'PUNCT', 'PROPN', 'VERB', 'PRON', 'PUNCT', 'PRON', 'AUX', 'ADJ', 'ADP', 'PRON', 'PROPN', 'NOUN', 'ADP', 'PROPN', 'CCONJ', 'PROPN', 'ADP', 'NUM', 'PUNCT', 'NOUN', 'ADP', 'DET', 'INTJ', 'PUNCT', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
490	april	15	15	['PROPN']	['O']	rt @user1050 : @user2138 forget that ! i 'm ready for your u.s. tour in april and may of 2011 !!!! hell to the yes !!! #americaloveskylie	['X', 'X', 'PUNCT', 'PROPN', 'VERB', 'PRON', 'PUNCT', 'PRON', 'AUX', 'ADJ', 'ADP', 'PRON', 'PROPN', 'NOUN', 'ADP', 'PROPN', 'CCONJ', 'PROPN', 'ADP', 'NUM', 'PUNCT', 'NOUN', 'ADP', 'DET', 'INTJ', 'PUNCT', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
490	may	17	17	['PROPN']	['O']	rt @user1050 : @user2138 forget that ! i 'm ready for your u.s. tour in april and may of 2011 !!!! hell to the yes !!! #americaloveskylie	['X', 'X', 'PUNCT', 'PROPN', 'VERB', 'PRON', 'PUNCT', 'PRON', 'AUX', 'ADJ', 'ADP', 'PRON', 'PROPN', 'NOUN', 'ADP', 'PROPN', 'CCONJ', 'PROPN', 'ADP', 'NUM', 'PUNCT', 'NOUN', 'ADP', 'DET', 'INTJ', 'PUNCT', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
491	@user1197	7	7	['PROPN']	['O']	rt @user1069 where is punk ass , @user1197 tonite !!! < honestly who cares ?? :-p	['X', 'X', 'ADV', 'AUX', 'ADJ', 'NOUN', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'PUNCT', 'ADV', 'PRON', 'VERB', 'PUNCT', 'SYM']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
491	tonite	8	8	['PROPN']	['O']	rt @user1069 where is punk ass , @user1197 tonite !!! < honestly who cares ?? :-p	['X', 'X', 'ADV', 'AUX', 'ADJ', 'NOUN', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'PUNCT', 'ADV', 'PRON', 'VERB', 'PUNCT', 'SYM']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
492	@user381	12	12	['PROPN']	['O']	rt @user1079 : always have your stuff when you need it with @user381 . 2gb account is free ! url148	['X', 'X', 'PUNCT', 'ADV', 'VERB', 'PRON', 'NOUN', 'ADV', 'PRON', 'VERB', 'PRON', 'ADP', 'PROPN', 'PUNCT', 'NUM', 'NOUN', 'AUX', 'ADJ', 'PUNCT', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
502	prime minister	13	14	['PROPN', 'PROPN']	['O', 'O']	rt @user1390 : berlusconi probed over cash - for - sex case : prime minister silvio berlusconi faces investigation in a prostitution ... htt ...	['X', 'X', 'PUNCT', 'PROPN', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'ADP', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'X', 'PUNCT']	['O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
508	@user664	13	13	['PROPN']	['O']	rt @user1511 : do n't nonsense ley ! we brother sister ! :d @user664 i thought you love @user1478 ma !	['X', 'X', 'PUNCT', 'AUX', 'PART', 'INTJ', 'VERB', 'PUNCT', 'PRON', 'NOUN', 'NOUN', 'PUNCT', 'SYM', 'PROPN', 'PRON', 'VERB', 'PRON', 'VERB', 'PROPN', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
508	@user1478	18	18	['PROPN']	['O']	rt @user1511 : do n't nonsense ley ! we brother sister ! :d @user664 i thought you love @user1478 ma !	['X', 'X', 'PUNCT', 'AUX', 'PART', 'INTJ', 'VERB', 'PUNCT', 'PRON', 'NOUN', 'NOUN', 'PUNCT', 'SYM', 'PROPN', 'PRON', 'VERB', 'PRON', 'VERB', 'PROPN', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
512	@user2024	6	6	['PROPN']	['O']	rt @user1655 : . #walesaid dt @user2024 should go downtown ! lol !!.. #jammy --> lmao !! man bianca !!!	['X', 'X', 'PUNCT', 'PUNCT', 'VERB', 'DET', 'PROPN', 'AUX', 'VERB', 'ADV', 'PUNCT', 'INTJ', 'PUNCT', 'PROPN', 'SYM', 'INTJ', 'PUNCT', 'NOUN', 'PROPN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O']
512	#jammy	13	13	['PROPN']	['O']	rt @user1655 : . #walesaid dt @user2024 should go downtown ! lol !!.. #jammy --> lmao !! man bianca !!!	['X', 'X', 'PUNCT', 'PUNCT', 'VERB', 'DET', 'PROPN', 'AUX', 'VERB', 'ADV', 'PUNCT', 'INTJ', 'PUNCT', 'PROPN', 'SYM', 'INTJ', 'PUNCT', 'NOUN', 'PROPN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O']
517	#mnd charity	16	17	['PROPN', 'PROPN']	['O', 'O']	rt @user1767 : check out url42 . freezing my nads in the snow , naked for #mnd charity . £ 4.5 k raised so far . please rt ! thx .	['X', 'X', 'PUNCT', 'VERB', 'ADP', 'X', 'PUNCT', 'VERB', 'PRON', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADJ', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'SYM', 'NUM', 'NUM', 'VERB', 'ADV', 'ADV', 'PUNCT', 'INTJ', 'VERB', 'PUNCT', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
519	@user2065	3	3	['PROPN']	['O']	rt @user1803 : @user2065 oh , hey thanks jerk !	['X', 'X', 'PUNCT', 'PROPN', 'INTJ', 'PUNCT', 'INTJ', 'NOUN', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
521	@user715	5	5	['PROPN']	['O']	rt @user1908 : i saw @user715 : never say never and here 's what i thought : url118 viva el biebs !!	['X', 'X', 'PUNCT', 'PRON', 'VERB', 'PROPN', 'PUNCT', 'ADV', 'VERB', 'ADV', 'CCONJ', 'ADV', 'VERB', 'PRON', 'PRON', 'VERB', 'PUNCT', 'X', 'X', 'X', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O']
522	@user1917	12	12	['PROPN']	['O']	rt @user1917 : rt @user2129 : #random ii love how this nigga @user1917 kome in with the singing on #hawthornenigga #noelton - ...	['X', 'X', 'PUNCT', 'X', 'X', 'PUNCT', 'X', 'PRON', 'VERB', 'ADV', 'DET', 'NOUN', 'PROPN', 'VERB', 'ADV', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
522	#hawthornenigga	19	19	['PROPN']	['O']	rt @user1917 : rt @user2129 : #random ii love how this nigga @user1917 kome in with the singing on #hawthornenigga #noelton - ...	['X', 'X', 'PUNCT', 'X', 'X', 'PUNCT', 'X', 'PRON', 'VERB', 'ADV', 'DET', 'NOUN', 'PROPN', 'VERB', 'ADV', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
522	#noelton	20	20	['PROPN']	['O']	rt @user1917 : rt @user2129 : #random ii love how this nigga @user1917 kome in with the singing on #hawthornenigga #noelton - ...	['X', 'X', 'PUNCT', 'X', 'X', 'PUNCT', 'X', 'PRON', 'VERB', 'ADV', 'DET', 'NOUN', 'PROPN', 'VERB', 'ADV', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
526	@user610	7	7	['PROPN']	['O']	rt @user1962 : shout - out to @user610 definition of lil webbies i-n-d-e-p-e-n-d-e-n-t --> do you know what means man ??? « ayyye !	['X', 'X', 'PUNCT', 'VERB', 'PUNCT', 'ADP', 'ADP', 'PROPN', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'NOUN', 'SYM', 'AUX', 'PRON', 'VERB', 'PRON', 'VERB', 'NOUN', 'PUNCT', 'SYM', 'INTJ', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
