Word	POS Label	NER Label	Spacy POS Label	Spacy NER Label	Tweet
#teamheat	PROPN	O	NOUN	B-ORG	i bet ! haha #teamceltics yesterday ! clowns ! rt @user167 : #teamheat at philly 2nite , let 's go !
#yelp	PROPN	O	PROPN	B-ORG	i checked in at dunkin donuts ( 1 congress st ) on #yelp url28
#celtics	PROPN	O	NOUN	B-MISC	i have always and forever will hate the #celtics
@user2450	PROPN	O	User: No change	B-PER	i think i 'm a wait an hour or 2 & then tweet @user2450 ...
@user1490	PROPN	O	User: No change	B-PER	i uploaded a @user1490 video url116 paris.flv
#bet	PROPN	O	VERB	O	idk what this movie on #bet is but i 've seen it before and it s hilarious !
@user1859	PROPN	O	User: No change	B-PER	inspired after a yummy lunch with @user1859 . thanks !
giving	PROPN	O	VERB	O	is today thanks giving ? :l
jihad	PROPN	O	PROPN	B-ORG	islamic jihad militant killed near gaza border url36
january	PROPN	O	PROPN	B-MISC	january 16 , 2011 @user2408 will be in sm , cebu !!!!!
@user2408	PROPN	O	User: No change	B-PER	january 16 , 2011 @user2408 will be in sm , cebu !!!!!
june	PROPN	O	PROPN	B-MISC	june 21 * sigh *
@user1322	PROPN	O	User: No change	B-PER	lol .... i know that 's right ..... rt @user1322 @user773 and thank god 4 deliverance .... hiiiiya
@user773	PROPN	O	User: No change	B-PER	lol .... i know that 's right ..... rt @user1322 @user773 and thank god 4 deliverance .... hiiiiya
@user359	PROPN	O	User: No change	B-PER	making #travel a reality url160 @user359 #yakezie #lifestyle #budget #travelhacking
@user674	PROPN	O	User: No change	B-PER	making moves ! are you ? url208 @user674 dude this is great find ! #tag
#lakers	PROPN	O	NOUN	B-MISC	man da #lakers have a fucking all - star squad fuck wit it !!
getto	PROPN	O	VERB	O	microwaved grilled cheese / the getto grilled cheese sandwhich / they 're made with real cheese #haiku #mooku
oem	PROPN	O	PROPN	B-MISC	motorola droid oem window mount – only for the first generation motorola droid : product descriptionthe motorola dr ... url32
window	PROPN	O	NOUN	B-MISC	motorola droid oem window mount – only for the first generation motorola droid : product descriptionthe motorola dr ... url32
mount	PROPN	O	PROPN	B-MISC	motorola droid oem window mount – only for the first generation motorola droid : product descriptionthe motorola dr ... url32
dr	PROPN	O	PROPN	B-MISC	motorola droid oem window mount – only for the first generation motorola droid : product descriptionthe motorola dr ... url32
monday	PROPN	O	PROPN	B-MISC	next week - two morning zumba classes with me if you 're interested - monday nov 1st at 8:30 am and wednesday at ... url63
nov	PROPN	O	PROPN	B-MISC	next week - two morning zumba classes with me if you 're interested - monday nov 1st at 8:30 am and wednesday at ... url63
wednesday	PROPN	O	PROPN	B-MISC	next week - two morning zumba classes with me if you 're interested - monday nov 1st at 8:30 am and wednesday at ... url63
gunrunner	PROPN	O	PROPN	B-PER	"nick adamson 's online audition for gunrunner billy kane 's character "" the rat "" url65"
rat	PROPN	O	NOUN	B-MISC	"nick adamson 's online audition for gunrunner billy kane 's character "" the rat "" url65"
@user4	PROPN	O	User: No change	B-PER	o_o lucky you .... llabd wutup doe ?! shine ! rt @user1078 : @user4 * yawns * still in the bed :)
loblaws	PROPN	O	NOUN	B-ORG	oh loblaws you kill me , 4 - 8
fitness	PROPN	O	NOUN	B-MISC	owning your craft in the fitness business - url151 #fitness bodybuilding #professionals #vancouver
business	PROPN	O	NOUN	B-MISC	owning your craft in the fitness business - url151 #fitness bodybuilding #professionals #vancouver
four	PROPN	O	NUM	B-MISC	ps : hearing the the early show cast get outraged by four loko was hilarious . made my morning and subsequent day . #parentsjustdontunderstand
loko	PROPN	O	PROPN	B-ORG	ps : hearing the the early show cast get outraged by four loko was hilarious . made my morning and subsequent day . #parentsjustdontunderstand
psp	PROPN	O	PROPN	B-MISC	psp .... phone ... ohmygoodlord technology why are you so great . it s also an ericsson which means @user1736 will just have to buy it . ;3
@user1736	PROPN	O	User: No change	B-PER	psp .... phone ... ohmygoodlord technology why are you so great . it s also an ericsson which means @user1736 will just have to buy it . ;3
@user882	PROPN	O	User: No change	B-PER	rt @user16 : fucking @user882 is louder than an group of barking dogs .
@user2652	PROPN	O	User: No change	B-PER	rt @user411 laughing matter = me being serious . just watch . be encouraged !! url172 via @user2652
@user443	PROPN	O	User: No change	B-PER	rt @user442 : exclusive picture of @user443 and jay 's mum sue ! url163
@user503	PROPN	O	User: No change	B-PER	rt @user528 : @user503 read this !!! url133
@user557	PROPN	O	User: No change	B-PER	rt @user592 : @user557 hang in there cousin love you
@user2554	PROPN	O	User: No change	B-PER	rt @user696 : @user2554 thanks toby , someone posted a recap link here url26 , but i made it out injury free and feel g ...
@user1442	PROPN	O	User: No change	B-PER	rt @user704 : @user1442 #libya breakthru ! we move urgently needed #food ( wheat , flour ) by truck convoy into western libya for 1st time ...
#libya	PROPN	O	PROPN	B-MISC	rt @user704 : @user1442 #libya breakthru ! we move urgently needed #food ( wheat , flour ) by truck convoy into western libya for 1st time ...
@user330	PROPN	O	User: No change	B-PER	rt @user710 : @user330 aite bruh bruh i got you foue
@user334	PROPN	O	User: No change	B-PER	rt @user799 : @user334 @user1374 @user1792 we just started this online petition . see how loved you all are ! :) url1 ...
@user1374	PROPN	O	User: No change	B-PER	rt @user799 : @user334 @user1374 @user1792 we just started this online petition . see how loved you all are ! :) url1 ...
@user1792	PROPN	O	User: No change	B-PER	rt @user799 : @user334 @user1374 @user1792 we just started this online petition . see how loved you all are ! :) url1 ...
@user831	PROPN	O	User: No change	B-PER	rt @user846 : “ @user831 : #oomf is a liar , kaylee knows who i m talking about ” a lot of yur followers r liars ! lol
#oomf	PROPN	O	PROPN	B-ORG	rt @user846 : “ @user831 : #oomf is a liar , kaylee knows who i m talking about ” a lot of yur followers r liars ! lol
@user1967	PROPN	O	User: No change	B-PER	"rt @user920 : @user1967 @user940 lmao ! "" if you not down with birdman i ca n't fuck with you musically !!! "" < trueshit"
@user940	PROPN	O	User: No change	B-PER	"rt @user920 : @user1967 @user940 lmao ! "" if you not down with birdman i ca n't fuck with you musically !!! "" < trueshit"
trueshit	PROPN	O	ADJ	B-ORG	"rt @user920 : @user1967 @user940 lmao ! "" if you not down with birdman i ca n't fuck with you musically !!! "" < trueshit"
@user965	PROPN	O	User: No change	B-PER	rt @user965 : rt @user1310 : @user965 this is my favorite screen shot from #rtm ;) ---> url198
#rtm	PROPN	O	PROPN	B-ORG	rt @user965 : rt @user1310 : @user965 this is my favorite screen shot from #rtm ;) ---> url198
@user2309	PROPN	O	User: No change	B-PER	"rt @user1008 : check out the hot new la artist @user2309 music . his new mixtape "" no turning back "" ===}} url74 ..."
@user2138	PROPN	O	User: No change	B-PER	rt @user1050 : @user2138 forget that ! i 'm ready for your u.s. tour in april and may of 2011 !!!! hell to the yes !!! #americaloveskylie
april	PROPN	O	PROPN	B-MISC	rt @user1050 : @user2138 forget that ! i 'm ready for your u.s. tour in april and may of 2011 !!!! hell to the yes !!! #americaloveskylie
may	PROPN	O	AUX	O	rt @user1050 : @user2138 forget that ! i 'm ready for your u.s. tour in april and may of 2011 !!!! hell to the yes !!! #americaloveskylie
@user1197	PROPN	O	User: No change	B-PER	rt @user1069 where is punk ass , @user1197 tonite !!! < honestly who cares ?? :-p
tonite	PROPN	O	PART	O	rt @user1069 where is punk ass , @user1197 tonite !!! < honestly who cares ?? :-p
@user381	PROPN	O	User: No change	B-PER	rt @user1079 : always have your stuff when you need it with @user381 . 2gb account is free ! url148
prime	PROPN	O	PROPN	B-MISC	rt @user1390 : berlusconi probed over cash - for - sex case : prime minister silvio berlusconi faces investigation in a prostitution ... htt ...
minister	PROPN	O	NOUN	B-MISC	rt @user1390 : berlusconi probed over cash - for - sex case : prime minister silvio berlusconi faces investigation in a prostitution ... htt ...
cato	PROPN	O	PROPN	B-ORG	rt @user1487 : i blow supplies up in the air sometimes saying ayoo take that cato
@user664	PROPN	O	User: No change	B-PER	rt @user1511 : do n't nonsense ley ! we brother sister ! :d @user664 i thought you love @user1478 ma !
@user1478	PROPN	O	User: No change	B-PER	rt @user1511 : do n't nonsense ley ! we brother sister ! :d @user664 i thought you love @user1478 ma !
@user2024	PROPN	O	User: No change	B-PER	rt @user1655 : . #walesaid dt @user2024 should go downtown ! lol !!.. #jammy --> lmao !! man bianca !!!
#jammy	PROPN	O	VERB	O	rt @user1655 : . #walesaid dt @user2024 should go downtown ! lol !!.. #jammy --> lmao !! man bianca !!!
#mnd	PROPN	O	NOUN	B-MISC	rt @user1767 : check out url42 . freezing my nads in the snow , naked for #mnd charity . £ 4.5 k raised so far . please rt ! thx .
charity	PROPN	O	NOUN	B-MISC	rt @user1767 : check out url42 . freezing my nads in the snow , naked for #mnd charity . £ 4.5 k raised so far . please rt ! thx .
@user2065	PROPN	O	User: No change	B-PER	rt @user1803 : @user2065 oh , hey thanks jerk !
@user715	PROPN	O	User: No change	B-PER	rt @user1908 : i saw @user715 : never say never and here 's what i thought : url118 viva el biebs !!
@user1917	PROPN	O	User: No change	B-PER	rt @user1917 : rt @user2129 : #random ii love how this nigga @user1917 kome in with the singing on #hawthornenigga #noelton - ...
#hawthornenigga	PROPN	O	PROPN	B-PER	rt @user1917 : rt @user2129 : #random ii love how this nigga @user1917 kome in with the singing on #hawthornenigga #noelton - ...
#noelton	PROPN	O	DET	B-ORG	rt @user1917 : rt @user2129 : #random ii love how this nigga @user1917 kome in with the singing on #hawthornenigga #noelton - ...
@user610	PROPN	O	User: No change	B-PER	rt @user1962 : shout - out to @user610 definition of lil webbies i-n-d-e-p-e-n-d-e-n-t --> do you know what means man ??? « ayyye !
lil	PROPN	O	PROPN	B-MISC	rt @user1962 : shout - out to @user610 definition of lil webbies i-n-d-e-p-e-n-d-e-n-t --> do you know what means man ??? « ayyye !
webbies	PROPN	O	PROPN	B-ORG	rt @user1962 : shout - out to @user610 definition of lil webbies i-n-d-e-p-e-n-d-e-n-t --> do you know what means man ??? « ayyye !
@user74	PROPN	O	User: No change	B-PER	rt @user1987 : @user74 got them black girl groupies though
@user623	PROPN	O	User: No change	B-PER	rt @user2087 : @user623 do nt really know where i would be without you and demi <3 i luv youuuu
@user787	PROPN	O	User: No change	B-PER	rt @user2105 : @user787 this park is the cutest thing ever omg url104
@user2327	PROPN	O	User: No change	B-PER	rt @user2373 : hello , i 'm at @user2327 's home with @user404 @user2349 @user2219 and @user2498 :)
@user404	PROPN	O	User: No change	B-PER	rt @user2373 : hello , i 'm at @user2327 's home with @user404 @user2349 @user2219 and @user2498 :)
@user2349	PROPN	O	User: No change	B-PER	rt @user2373 : hello , i 'm at @user2327 's home with @user404 @user2349 @user2219 and @user2498 :)
@user2219	PROPN	O	User: No change	B-PER	rt @user2373 : hello , i 'm at @user2327 's home with @user404 @user2349 @user2219 and @user2498 :)
@user2498	PROPN	O	User: No change	B-PER	rt @user2373 : hello , i 'm at @user2327 's home with @user404 @user2349 @user2219 and @user2498 :)
@user1152	PROPN	O	User: No change	B-PER	rt @user2405 « @user1152 @user401 cuffin in the avi , gim me $ 20 »
@user401	PROPN	O	User: No change	B-PER	rt @user2405 « @user1152 @user401 cuffin in the avi , gim me $ 20 »
@user1426	PROPN	O	User: No change	B-PER	rt @user2514 : i got to say ' peace up , a - town down ' in atlanta then @user1426 came out and sang ' yeah ! ' with me . i 'm thinking ...
@user2317	PROPN	O	User: No change	B-PER	rt @user2563 : there is no new media : it ’s all new consumption by @user2317 url29 #newspaper #media
@user1295	PROPN	O	User: No change	B-PER	rain rain go away <-- our song is on @user1295 i kid you not 107.5
id	PROPN	O	NOUN	B-MISC	ruling strikes down part of arizona voter id law - yahoo! news url70
live	PROPN	O	VERB	O	showoffradio live !!!
@user776	PROPN	O	User: No change	B-PER	sad ! you called me a liar when i was searous . you know you were my bottom bish ! rt @user984 : @user776 ahahha liar ! how are u ?
@user2102	PROPN	O	User: No change	B-PER	someone is n't replying back ! @user2102
@user1143	PROPN	O	User: No change	B-PER	stupid kilkenny did n't get to meet @user1143 :/
@user244	PROPN	O	User: No change	B-PER	tagged : @user244 @user2193 - url117
@user2193	PROPN	O	User: No change	B-PER	tagged : @user244 @user2193 - url117
ex	PROPN	O	X	O	the modern vacation : with ex ’s and new partners url150
@user2350	PROPN	O	User: No change	B-PER	the onion weighs in on the wisconsin senate race url99 via @user2350
boots	PROPN	O	NOUN	B-MISC	ty beanie babies - set of 2 beanies ( dora & boots ) : ty beanie babies set of 2- dora the explorer and boots url144
boots	PROPN	O	NOUN	B-MISC	ty beanie babies - set of 2 beanies ( dora & boots ) : ty beanie babies set of 2- dora the explorer and boots url144
wednesday	PROPN	O	PROPN	B-MISC	wednesday 27th october 2010 . 》 have a nice day :)
october	PROPN	O	PROPN	B-MISC	wednesday 27th october 2010 . 》 have a nice day :)
#jeopardy	PROPN	O	NOUN	B-MISC	weird , #jeopardy is alluding to the charlie the unicorn video in their clue titles ! shun the non-believer !
pimpin	PROPN	O	NOUN	B-PER	whaddup pimpin ken . ha !
@user135	PROPN	O	User: No change	B-PER	where 's the video @user135 & @user2519 took of me ?? exactly ! lmao
@user2519	PROPN	O	User: No change	B-PER	where 's the video @user135 & @user2519 took of me ?? exactly ! lmao
#snowto	PROPN	O	NOUN	B-ORG	where 's this #snowto at ? let 's see what you 've got #toronto
nnw	PROPN	O	PROPN	B-MISC	wind 2.2 mph nnw . barometer 1019.0 mb , rising . temperature 15.5 °c . rain today 0.0 mm . humidity 59 %
@user1575	PROPN	O	User: No change	B-PER	yeeeeeees lakers !!! rt @user735 : @user1575 the laker girls danced to fye at halftime !!
xmas	PROPN	O	PROPN	B-ORG	[ post ] spammy ’s 12 days of xmas : day 2 – burning the tool log url129
@user2138	PROPN	O	User: No change	B-PER	check out kylie minogue north american tour 2011 url101 via @user2138
@user1707	PROPN	O	User: No change	B-PER	hello @user1707 , i miss you , i love you ! ♥ #4
@user2615	PROPN	O	User: No change	B-PER	url43 making it easy to put up a @user2615 , @user2070 in the cloud #aws
@user2070	PROPN	O	User: No change	B-PER	url43 making it easy to put up a @user2615 , @user2070 in the cloud #aws
@user2082	PROPN	O	User: No change	B-PER	url207 @user2082 look what i made ?
@user1881	PROPN	O	User: No change	B-PER	i heart @user1881 's true music that inspires me to intake my beauty , roots , and willingness to take on anything .
@user375	PROPN	O	User: No change	B-PER	if @user375 do nt make some hoodies soon ... imma beat em !
#miamiheat	PROPN	O	PROPN	B-ORG	it s the sixers rt @user639 #miamiheat gettin it 2gether now ... #ilike
@user2649	PROPN	O	User: No change	B-PER	nowfollowing @user2649 lem me give him a quick s\o !!! ladies follow him he 's #teamfollowback hey chris !!!
wessss	PROPN	O	PROPN	B-PER	wessss keep metal hjahah \m/ rt @user47 : metal
@user741	PROPN	O	User: No change	B-PER	"« @user741 #kayoq & a ladies what if u tell a guy "" i love you "" and he says "" oh ok "" ....... then what ? » then he do n't love you lol"
#kayoq	PROPN	O	PROPN	B-ORG	"« @user741 #kayoq & a ladies what if u tell a guy "" i love you "" and he says "" oh ok "" ....... then what ? » then he do n't love you lol"
@user601	PROPN	O	User: No change	B-PER	“ @user601 blueroom may 19th fems free and drink free til 11:30 $ 5 all night behind winn dixie on pinehills road leggooo ”
may	PROPN	O	AUX	O	“ @user601 blueroom may 19th fems free and drink free til 11:30 $ 5 all night behind winn dixie on pinehills road leggooo ”
fems	PROPN	O	PROPN	B-ORG	“ @user601 blueroom may 19th fems free and drink free til 11:30 $ 5 all night behind winn dixie on pinehills road leggooo ”
@user1305	PROPN	O	User: No change	B-PER	“ @user1305 : i just voted for ian somerhalder #tvdramaactor #peopleschoice . retweet to vote url130 via @user2342 ”
@user2342	PROPN	O	User: No change	B-PER	“ @user1305 : i just voted for ian somerhalder #tvdramaactor #peopleschoice . retweet to vote url130 via @user2342 ”
@user698	PROPN	O	User: No change	B-PER	rt @user2212 : @user698 i 'll literally be there at 7:07 . :d
dawn	PROPN	O	NOUN	B-MISC	rt @user1504 : it is always darkest before the dawn ! we are passing through the darkest times in pak history , fajr can not be far .. ht …
g310	PROPN	O	SYM	B-MISC	g310 . not bad !! ( pic via fb ) url1021
fb	PROPN	O	INTJ	O	g310 . not bad !! ( pic via fb ) url1021
@user2343	PROPN	O	User: No change	B-PER	@user2343 she should be killed in the same way .
@user1170	PROPN	O	User: No change	B-PER	@user1170 investigate for you . i hope this helps . 3/3 ^ gareth url735
svt	PROPN	O	PROPN	B-MISC	rt @user1855 : svt when people keep voting for sweden url1528
@user2613	PROPN	O	User: No change	B-PER	@user2613 a followback , please ? 🐙
grill	PROPN	O	NOUN	B-MISC	free char - broil grill ( hilliard ) url1473
@user2481	PROPN	O	User: No change	B-PER	@user2481 maybe 😂
@user371	PROPN	O	User: No change	B-PER	rt @user313 : #newmusic #rapvideos bounce by @user371 ft @user241 #mtvblog ... url388
@user241	PROPN	O	User: No change	B-PER	rt @user313 : #newmusic #rapvideos bounce by @user371 ft @user241 #mtvblog ... url388
@user963	PROPN	O	User: No change	B-PER	the @user963 draft is thursday makes me want to play @user388 anyone want to get down ?? #youdontwantitwithme !
thursday	PROPN	O	PROPN	B-MISC	the @user963 draft is thursday makes me want to play @user388 anyone want to get down ?? #youdontwantitwithme !
@user388	PROPN	O	User: No change	B-PER	the @user963 draft is thursday makes me want to play @user388 anyone want to get down ?? #youdontwantitwithme !
#teenchoice	PROPN	O	NOUN	B-ORG	my #teenchoice for #choicemusicgroup is @user21 ! 31.05.2016
#choicemusicgroup	PROPN	O	NOUN	B-ORG	my #teenchoice for #choicemusicgroup is @user21 ! 31.05.2016
@user21	PROPN	O	User: No change	B-PER	my #teenchoice for #choicemusicgroup is @user21 ! 31.05.2016
@user2196	PROPN	O	User: No change	B-PER	"@user2196 well next time i need a spoon , i will define the term "" illegal """
@user693	PROPN	O	User: No change	B-PER	@user693 alright bro
@user1934	PROPN	O	User: No change	B-PER	retweeted globalpublishing ( @user1934 ) : atmosphere permits light and heat to reach earth at levels ... url534
@user1860	PROPN	O	User: No change	B-PER	"@user1860 giving us insights on global governance at @user1254 "" we want more than we need "" url626"
@user1254	PROPN	O	User: No change	B-PER	"@user1860 giving us insights on global governance at @user1254 "" we want more than we need "" url626"
#24audiolaunch	PROPN	O	NUM	B-MISC	rt @user2020 : to all suriya fans coming to #24audiolaunch on monday - no photos or videos allowed inside the venue .
monday	PROPN	O	PROPN	B-MISC	rt @user2020 : to all suriya fans coming to #24audiolaunch on monday - no photos or videos allowed inside the venue .
friday	PROPN	O	PROPN	B-MISC	friday night making our sound system smile -> url1484 url1246
@user2659	PROPN	O	User: No change	B-PER	@user2659 you are just a little boy from bradford and now you are smashing it . so fucking proud
mge	PROPN	O	VERB	B-ORG	solo queue ( ~ mge ) is close to being unplayable . url640 @user476 #csgo
@user476	PROPN	O	User: No change	B-PER	solo queue ( ~ mge ) is close to being unplayable . url640 @user476 #csgo
#soundcloud	PROPN	O	NOUN	B-MISC	listen to 15 - it s like that featuring kast ki bohiti ( produced by lilzhp ) by king problem #np on #soundcloud url1630
#periscope	PROPN	O	NOUN	B-MISC	live on #periscope : thursday 's fundraising tip : stay in touch with supporters ! #fundraiser #schools #church #succes … url1151
thursday	PROPN	O	PROPN	B-MISC	live on #periscope : thursday 's fundraising tip : stay in touch with supporters ! #fundraiser #schools #church #succes … url1151
motocross	PROPN	O	NOUN	B-MISC	moto gp 46 racing polo t-shirt sport men's motorcycle bike yamaha motocross url739 url527
ft	PROPN	O	INTJ	O	when ya friend fake tired so she do n't have to answer your ft 🙃 @user49
@user49	PROPN	O	User: No change	B-PER	when ya friend fake tired so she do n't have to answer your ft 🙃 @user49
#mpoints	PROPN	O	NOUN	B-MISC	i 'm earning #mpoints with #askdaball ! url1271 #app
#askdaball	PROPN	O	VERB	B-ORG	i 'm earning #mpoints with #askdaball ! url1271 #app
directioners	PROPN	O	NOUN	B-ORG	power of directioners go directioners go directioners will rise #bestfanarmy #directioners #iheartawards walking in the wind
directioners	PROPN	O	NOUN	B-ORG	power of directioners go directioners go directioners will rise #bestfanarmy #directioners #iheartawards walking in the wind
directioners	PROPN	O	NOUN	B-ORG	power of directioners go directioners go directioners will rise #bestfanarmy #directioners #iheartawards walking in the wind
roxas	PROPN	O	PROPN	B-ORG	roxas rising url1024
@user811	PROPN	O	User: No change	B-PER	@user811 hi , linda ! it seems so based on statements hrc has made ... bs and hrc are meeting tomorrow . we shall see ...
kumamon	PROPN	O	PROPN	B-PER	#ystl minyoonjgi hi cutie how was your day ? if you had a bad day look at this handsome photo of me . fr kumamon url278
h	PROPN	O	X	O	h ! @user548 ♡ “ the universe is in your bones , the stars in your soul … ” do you mind following me ? thank you for everything x 🌟 – 730,777
@user548	PROPN	O	User: No change	B-PER	h ! @user548 ♡ “ the universe is in your bones , the stars in your soul … ” do you mind following me ? thank you for everything x 🌟 – 730,777
@user750	PROPN	O	User: No change	B-PER	@user750 congratulations .
cavsin6	PROPN	O	PROPN	B-ORG	rt @user1350 : y'all heard it here first ! cavsin6 @user225 @user1211 @user1348 @user458
@user225	PROPN	O	User: No change	B-PER	rt @user1350 : y'all heard it here first ! cavsin6 @user225 @user1211 @user1348 @user458
@user1211	PROPN	O	User: No change	B-PER	rt @user1350 : y'all heard it here first ! cavsin6 @user225 @user1211 @user1348 @user458
@user1348	PROPN	O	User: No change	B-PER	rt @user1350 : y'all heard it here first ! cavsin6 @user225 @user1211 @user1348 @user458
@user458	PROPN	O	User: No change	B-PER	rt @user1350 : y'all heard it here first ! cavsin6 @user225 @user1211 @user1348 @user458
@user2259	PROPN	O	User: No change	B-PER	@user2259 your answer is limits ...
@user2540	PROPN	O	User: No change	B-PER	@user2540 hey the normal thing was from me
wic	PROPN	O	PROPN	B-MISC	rt @user2607 : reset epson waste ink counter overflow by wic and reset key url469 #wic #resetkey #epson #printer
@user353	PROPN	O	User: No change	B-PER	@user353 i swear 💯
@user1775	PROPN	O	User: No change	B-PER	haiti earthquake 2011 . hillary 's brother got the gold mine . haiti got the shaft . url1453 @user1775 #dncphl #dncconvention
@user992	PROPN	O	User: No change	B-PER	rt @user1 : @user992 when you are constantly interrupted by @user513 tonight , as you will be , please ask him why he is so fear …
@user513	PROPN	O	User: No change	B-PER	rt @user1 : @user992 when you are constantly interrupted by @user513 tonight , as you will be , please ask him why he is so fear …
@user423	PROPN	O	User: No change	B-PER	rt @user2486 : @user423 multimedia earned money url1114
@user1477	PROPN	O	User: No change	B-PER	rt @user751 : wow the place is packed ! good luck @user1477 let your star shine it s brightest ! #adatewithxian url1267
@user2659	PROPN	O	User: No change	B-PER	@user2659 follow me ×5129
@user993	PROPN	O	User: No change	B-PER	rt @user847 : one final team check ahead of kick - off . @user993 in the tweet seat for you at #cityvreal . how 're we all feeling ?! url224 …
#cityvreal	PROPN	O	PROPN	B-MISC	rt @user847 : one final team check ahead of kick - off . @user993 in the tweet seat for you at #cityvreal . how 're we all feeling ?! url224 …
qb	PROPN	O	PROPN	B-MISC	cam : why carolina panthers ' new qb is the worst nfl draft pick ever | bleacher report ( via url1581 ) url1302
@user1027	PROPN	O	User: No change	B-PER	@user1027 @user406 i do n't like eminem but he said the right words . 2 pac changed rap music in much ways . salute . #realnigga 👑👌
@user406	PROPN	O	User: No change	B-PER	@user1027 @user406 i do n't like eminem but he said the right words . 2 pac changed rap music in much ways . salute . #realnigga 👑👌
@user1923	PROPN	O	User: No change	B-PER	@user1923 did n't eat enough did i 🙄
@user11	PROPN	O	User: No change	B-PER	@user11 free 4th of july concert at operanightclub in atl 🎉 url1406 #savagemode rt x14
july	PROPN	O	PROPN	B-MISC	@user11 free 4th of july concert at operanightclub in atl 🎉 url1406 #savagemode rt x14
@user705	PROPN	O	User: No change	B-PER	@user705 @user883 @user1437 the band from the carl 's jr commercial ?
@user883	PROPN	O	User: No change	B-PER	@user705 @user883 @user1437 the band from the carl 's jr commercial ?
@user1437	PROPN	O	User: No change	B-PER	@user705 @user883 @user1437 the band from the carl 's jr commercial ?
@user1006	PROPN	O	User: No change	B-PER	rt @user563 : listen : @user1006 feat. elan noelle – i like the way url1596
@user2066	PROPN	O	User: No change	B-PER	oh yeah ! spanked em ! way to go @user2066 #nascar 🏁 #ford
@user2291	PROPN	O	User: No change	B-PER	rt @user2291 : up first this morning for @user2291 is the history of time travel @user1058 @user582 #pff2016 #ihsff url221 …
@user2253	PROPN	O	User: No change	B-PER	@user2253 @user420 @user335 @user2377 @user1375 @user821 , dude , relax . trump will dominate in california come june 7th .
@user420	PROPN	O	User: No change	B-PER	@user2253 @user420 @user335 @user2377 @user1375 @user821 , dude , relax . trump will dominate in california come june 7th .
@user335	PROPN	O	User: No change	B-PER	@user2253 @user420 @user335 @user2377 @user1375 @user821 , dude , relax . trump will dominate in california come june 7th .
@user2377	PROPN	O	User: No change	B-PER	@user2253 @user420 @user335 @user2377 @user1375 @user821 , dude , relax . trump will dominate in california come june 7th .
@user1375	PROPN	O	User: No change	B-PER	@user2253 @user420 @user335 @user2377 @user1375 @user821 , dude , relax . trump will dominate in california come june 7th .
@user821	PROPN	O	User: No change	B-PER	@user2253 @user420 @user335 @user2377 @user1375 @user821 , dude , relax . trump will dominate in california come june 7th .
june	PROPN	O	PROPN	B-MISC	@user2253 @user420 @user335 @user2377 @user1375 @user821 , dude , relax . trump will dominate in california come june 7th .
@user1829	PROPN	O	User: No change	B-PER	@user1829 literally us 20 minutes ago url269
#littlemix	PROPN	O	NOUN	B-MISC	rt @user1724 : who are the biggest girl band on the planet right now ? #littlemix or @user450
@user450	PROPN	O	User: No change	B-PER	rt @user1724 : who are the biggest girl band on the planet right now ? #littlemix or @user450
may	PROPN	O	AUX	O	may 2015 was everything 😪
#yakima	PROPN	O	X	B-MISC	join the country financial team ! see our latest #sales #job opening here : url496 #yakima , wa url333
bright	PROPN	O	ADJ	O	rt @user2330 : save the best for you shine bright glen
@user1577	PROPN	O	User: No change	B-PER	@user1577 @user1678 @user1632 @user85 dashiki shirt to who said that it looked awesome
@user1678	PROPN	O	User: No change	B-PER	@user1577 @user1678 @user1632 @user85 dashiki shirt to who said that it looked awesome
@user1632	PROPN	O	User: No change	B-PER	@user1577 @user1678 @user1632 @user85 dashiki shirt to who said that it looked awesome
@user85	PROPN	O	User: No change	B-PER	@user1577 @user1678 @user1632 @user85 dashiki shirt to who said that it looked awesome
dashiki	PROPN	O	PROPN	B-ORG	@user1577 @user1678 @user1632 @user85 dashiki shirt to who said that it looked awesome
@user29	PROPN	O	User: No change	B-PER	@user29 @user2442 @user2265 i 'm grateful for this all happening bc there is no ( cont ) url338
@user2442	PROPN	O	User: No change	B-PER	@user29 @user2442 @user2265 i 'm grateful for this all happening bc there is no ( cont ) url338
@user2265	PROPN	O	User: No change	B-PER	@user29 @user2442 @user2265 i 'm grateful for this all happening bc there is no ( cont ) url338
@user1563	PROPN	O	User: No change	B-PER	@user1563 1 out of 10
#espys	PROPN	O	PROPN	B-ORG	"rt @user1292 : the #espys open with a powerful black lives matter tribute : "" we all have to do better "" url497 url621 …"
mrs	PROPN	O	PROPN	B-MISC	rt @user1346 : when your mate who 's mrs rarely lets him out makes it to the pub url1013
@user50	PROPN	O	User: No change	B-PER	@user50 @user103 4/4 hai yogendra yadav confirmed in public that you were aware of tomar 's farzi degree well in advance
@user103	PROPN	O	User: No change	B-PER	@user50 @user103 4/4 hai yogendra yadav confirmed in public that you were aware of tomar 's farzi degree well in advance
dojo	PROPN	O	NOUN	B-MISC	dojo news : ahead of all - american top team title fight , take a tour of the team ’s new florida headquarters url1240
news	PROPN	O	NOUN	B-MISC	dojo news : ahead of all - american top team title fight , take a tour of the team ’s new florida headquarters url1240
@user1789	PROPN	O	User: No change	B-PER	@user1789 😅😂 ima just shut up 🙂☝🏽️
cnblue	PROPN	O	PROPN	B-ORG	rt @user966 : 20160319 cnblue #cometogetherinchongqing url767 url1452
