Word	POS Label	NER Label	Spacy POS Label	Spacy NER Label	Tweet	Candidate Label
dr	['PROPN']	['O']	['PROPN']	['B-MISC']	motorola droid oem window mount – only for the first generation motorola droid : product descriptionthe motorola dr ... url32	motorola droid oem window mount – only for the first generation motorola droid : product descriptionthe motorola <[dr]> ... url32
monday nov	['PROPN', 'PROPN']	['O', 'O']	['PROPN', 'PROPN']	['B-MISC', 'I-MISC']	next week - two morning zumba classes with me if you 're interested - monday nov 1st at 8:30 am and wednesday at ... url63	next week - two morning zumba classes with me if you 're interested - <[monday <[monday]> 1st at 8:30 am and wednesday at ... url63
wednesday	['PROPN']	['O']	['PROPN']	['B-MISC']	next week - two morning zumba classes with me if you 're interested - monday nov 1st at 8:30 am and wednesday at ... url63	next week - two morning zumba classes with me if you 're interested - monday nov 1st at 8:30 am and <[wednesday]> at ... url63
gunrunner	['PROPN']	['O']	['PROPN']	['B-MISC']	"nick adamson 's online audition for gunrunner billy kane 's character "" the rat "" url65"	"nick adamson 's online audition for <[gunrunner]> billy kane 's character "" the rat "" url65"
rat	['PROPN']	['O']	['PROPN']	['B-MISC']	"nick adamson 's online audition for gunrunner billy kane 's character "" the rat "" url65"	"nick adamson 's online audition for gunrunner billy kane 's character "" the <[rat]> "" url65"
@user4	['PROPN']	['O']	['NOUN']	B-PER	o_o lucky you .... llabd wutup doe ?! shine ! rt @user1078 : @user4 * yawns * still in the bed :)	o_o lucky you .... llabd wutup doe ?! shine ! rt @user1078 : <[@user4]> * yawns * still in the bed :)
loblaws	['PROPN']	['O']	['PROPN']	['B-MISC']	oh loblaws you kill me , 4 - 8	oh <[loblaws]> you kill me , 4 - 8
fitness business	['PROPN', 'PROPN']	['O', 'O']	['PROPN', 'PROPN']	['O', 'O']	owning your craft in the fitness business - url151 #fitness bodybuilding #professionals #vancouver	owning your craft in the <[fitness <[fitness]> - url151 #fitness bodybuilding #professionals #vancouver
four loko	['PROPN', 'PROPN']	['O', 'O']	['NUM', 'PROPN']	['B-MISC', 'I-MISC']	ps : hearing the the early show cast get outraged by four loko was hilarious . made my morning and subsequent day . #parentsjustdontunderstand	ps : hearing the the early show cast get outraged by <[four <[four]> was hilarious . made my morning and subsequent day . #parentsjustdontunderstand
psp	['PROPN']	['O']	['PROPN']	['O']	psp .... phone ... ohmygoodlord technology why are you so great . it s also an ericsson which means @user1736 will just have to buy it . ;3	<[psp]> .... phone ... ohmygoodlord technology why are you so great . it s also an ericsson which means @user1736 will just have to buy it . ;3
@user1736	['PROPN']	['O']	['NOUN']	B-PER	psp .... phone ... ohmygoodlord technology why are you so great . it s also an ericsson which means @user1736 will just have to buy it . ;3	psp .... phone ... ohmygoodlord technology why are you so great . it s also an ericsson which means <[@user1736]> will just have to buy it . ;3
@user882	['PROPN']	['O']	['NOUN']	B-PER	rt @user16 : fucking @user882 is louder than an group of barking dogs .	rt @user16 : fucking <[@user882]> is louder than an group of barking dogs .
@user2652	['PROPN']	['O']	['NOUN']	B-PER	rt @user411 laughing matter = me being serious . just watch . be encouraged !! url172 via @user2652	rt @user411 laughing matter = me being serious . just watch . be encouraged !! url172 via <[@user2652]>
@user443	['PROPN']	['O']	['PROPN']	B-PER	rt @user442 : exclusive picture of @user443 and jay 's mum sue ! url163	rt @user442 : exclusive picture of <[@user443]> and jay 's mum sue ! url163
@user503	['PROPN']	['O']	['NUM']	B-PER	rt @user528 : @user503 read this !!! url133	rt @user528 : <[@user503]> read this !!! url133
@user557	['PROPN']	['O']	['PROPN']	B-PER	rt @user592 : @user557 hang in there cousin love you	rt @user592 : <[@user557]> hang in there cousin love you
@user2554	['PROPN']	['O']	['PROPN']	B-PER	rt @user696 : @user2554 thanks toby , someone posted a recap link here url26 , but i made it out injury free and feel g ...	rt @user696 : <[@user2554]> thanks toby , someone posted a recap link here url26 , but i made it out injury free and feel g ...
@user1442	['PROPN']	['O']	['NUM']	B-PER	rt @user704 : @user1442 #libya breakthru ! we move urgently needed #food ( wheat , flour ) by truck convoy into western libya for 1st time ...	rt @user704 : <[@user1442]> #libya breakthru ! we move urgently needed #food ( wheat , flour ) by truck convoy into western libya for 1st time ...
#libya	['PROPN']	['O']	['PROPN']	['B-MISC']	rt @user704 : @user1442 #libya breakthru ! we move urgently needed #food ( wheat , flour ) by truck convoy into western libya for 1st time ...	rt @user704 : @user1442 <[#libya]> breakthru ! we move urgently needed #food ( wheat , flour ) by truck convoy into western libya for 1st time ...
@user330	['PROPN']	['O']	['NOUN']	B-PER	rt @user710 : @user330 aite bruh bruh i got you foue	rt @user710 : <[@user330]> aite bruh bruh i got you foue
@user334	['PROPN']	['O']	['X']	B-PER	rt @user799 : @user334 @user1374 @user1792 we just started this online petition . see how loved you all are ! :) url1 ...	rt @user799 : <[@user334]> @user1374 @user1792 we just started this online petition . see how loved you all are ! :) url1 ...
@user1374	['PROPN']	['O']	['NUM']	B-PER	rt @user799 : @user334 @user1374 @user1792 we just started this online petition . see how loved you all are ! :) url1 ...	rt @user799 : @user334 <[@user1374]> @user1792 we just started this online petition . see how loved you all are ! :) url1 ...
@user1792	['PROPN']	['O']	['NOUN']	B-PER	rt @user799 : @user334 @user1374 @user1792 we just started this online petition . see how loved you all are ! :) url1 ...	rt @user799 : @user334 @user1374 <[@user1792]> we just started this online petition . see how loved you all are ! :) url1 ...
@user831	['PROPN']	['O']	['PROPN']	B-PER	rt @user846 : “ @user831 : #oomf is a liar , kaylee knows who i m talking about ” a lot of yur followers r liars ! lol	rt @user846 : “ <[@user831]> : #oomf is a liar , kaylee knows who i m talking about ” a lot of yur followers r liars ! lol
#oomf	['PROPN']	['O']	['PROPN']	['B-MISC']	rt @user846 : “ @user831 : #oomf is a liar , kaylee knows who i m talking about ” a lot of yur followers r liars ! lol	rt @user846 : “ @user831 : <[#oomf]> is a liar , kaylee knows who i m talking about ” a lot of yur followers r liars ! lol
@user1967	['PROPN']	['O']	['NOUN']	B-PER	"rt @user920 : @user1967 @user940 lmao ! "" if you not down with birdman i ca n't fuck with you musically !!! "" < trueshit"	"rt @user920 : <[@user1967]> @user940 lmao ! "" if you not down with birdman i ca n't fuck with you musically !!! "" < trueshit"
@user940	['PROPN']	['O']	['NOUN']	B-PER	"rt @user920 : @user1967 @user940 lmao ! "" if you not down with birdman i ca n't fuck with you musically !!! "" < trueshit"	"rt @user920 : @user1967 <[@user940]> lmao ! "" if you not down with birdman i ca n't fuck with you musically !!! "" < trueshit"
@user965	['PROPN']	['O']	['X']	B-PER	rt @user965 : rt @user1310 : @user965 this is my favorite screen shot from #rtm ;) ---> url198	rt @user965 : rt @user1310 : <[@user965]> this is my favorite screen shot from #rtm ;) ---> url198
#rtm	['PROPN']	['O']	['PROPN']	['B-MISC']	rt @user965 : rt @user1310 : @user965 this is my favorite screen shot from #rtm ;) ---> url198	rt @user965 : rt @user1310 : @user965 this is my favorite screen shot from <[#rtm]> ;) ---> url198
@user2309	['PROPN']	['O']	['NOUN']	B-PER	"rt @user1008 : check out the hot new la artist @user2309 music . his new mixtape "" no turning back "" ===}} url74 ..."	"rt @user1008 : check out the hot new la artist <[@user2309]> music . his new mixtape "" no turning back "" ===}} url74 ..."
@user2138	['PROPN']	['O']	['PROPN']	B-PER	rt @user1050 : @user2138 forget that ! i 'm ready for your u.s. tour in april and may of 2011 !!!! hell to the yes !!! #americaloveskylie	rt @user1050 : <[@user2138]> forget that ! i 'm ready for your u.s. tour in april and may of 2011 !!!! hell to the yes !!! #americaloveskylie
april	['PROPN']	['O']	['PROPN']	['B-MISC']	rt @user1050 : @user2138 forget that ! i 'm ready for your u.s. tour in april and may of 2011 !!!! hell to the yes !!! #americaloveskylie	rt @user1050 : @user2138 forget that ! i 'm ready for your u.s. tour in <[april]> and may of 2011 !!!! hell to the yes !!! #americaloveskylie
may	['PROPN']	['O']	['PROPN']	['B-MISC']	rt @user1050 : @user2138 forget that ! i 'm ready for your u.s. tour in april and may of 2011 !!!! hell to the yes !!! #americaloveskylie	rt @user1050 : @user2138 forget that ! i 'm ready for your u.s. tour in april and <[may]> of 2011 !!!! hell to the yes !!! #americaloveskylie
@user1197	['PROPN']	['O']	['NOUN']	B-PER	rt @user1069 where is punk ass , @user1197 tonite !!! < honestly who cares ?? :-p	rt @user1069 where is punk ass , <[@user1197]> tonite !!! < honestly who cares ?? :-p
tonite	['PROPN']	['O']	['PROPN']	['O']	rt @user1069 where is punk ass , @user1197 tonite !!! < honestly who cares ?? :-p	rt @user1069 where is punk ass , @user1197 <[tonite]> !!! < honestly who cares ?? :-p
@user381	['PROPN']	['O']	['NOUN']	B-PER	rt @user1079 : always have your stuff when you need it with @user381 . 2gb account is free ! url148	rt @user1079 : always have your stuff when you need it with <[@user381]> . 2gb account is free ! url148
prime minister	['PROPN', 'PROPN']	['O', 'O']	['PROPN', 'PROPN']	['B-MISC', 'I-MISC']	rt @user1390 : berlusconi probed over cash - for - sex case : prime minister silvio berlusconi faces investigation in a prostitution ... htt ...	rt @user1390 : berlusconi probed over cash - for - sex case : <[prime <[prime]> silvio berlusconi faces investigation in a prostitution ... htt ...
@user664	['PROPN']	['O']	['PROPN']	B-PER	rt @user1511 : do n't nonsense ley ! we brother sister ! :d @user664 i thought you love @user1478 ma !	rt @user1511 : do n't nonsense ley ! we brother sister ! :d <[@user664]> i thought you love @user1478 ma !
@user1478	['PROPN']	['O']	['NOUN']	B-PER	rt @user1511 : do n't nonsense ley ! we brother sister ! :d @user664 i thought you love @user1478 ma !	rt @user1511 : do n't nonsense ley ! we brother sister ! :d @user664 i thought you love <[@user1478]> ma !
@user2024	['PROPN']	['O']	['PROPN']	B-PER	rt @user1655 : . #walesaid dt @user2024 should go downtown ! lol !!.. #jammy --> lmao !! man bianca !!!	rt @user1655 : . #walesaid dt <[@user2024]> should go downtown ! lol !!.. #jammy --> lmao !! man bianca !!!
#jammy	['PROPN']	['O']	['PROPN']	['B-MISC']	rt @user1655 : . #walesaid dt @user2024 should go downtown ! lol !!.. #jammy --> lmao !! man bianca !!!	rt @user1655 : . #walesaid dt @user2024 should go downtown ! lol !!.. <[#jammy]> --> lmao !! man bianca !!!
#mnd charity	['PROPN', 'PROPN']	['O', 'O']	['PROPN', 'NOUN']	['B-MISC', 'I-MISC']	rt @user1767 : check out url42 . freezing my nads in the snow , naked for #mnd charity . £ 4.5 k raised so far . please rt ! thx .	rt @user1767 : check out url42 . freezing my nads in the snow , naked for <[#mnd <[#mnd]> . £ 4.5 k raised so far . please rt ! thx .
@user2065	['PROPN']	['O']	['NUM']	B-PER	rt @user1803 : @user2065 oh , hey thanks jerk !	rt @user1803 : <[@user2065]> oh , hey thanks jerk !
@user715	['PROPN']	['O']	['PROPN']	B-PER	rt @user1908 : i saw @user715 : never say never and here 's what i thought : url118 viva el biebs !!	rt @user1908 : i saw <[@user715]> : never say never and here 's what i thought : url118 viva el biebs !!
@user1917	['PROPN']	['O']	['NOUN']	B-PER	rt @user1917 : rt @user2129 : #random ii love how this nigga @user1917 kome in with the singing on #hawthornenigga #noelton - ...	rt @user1917 : rt @user2129 : #random ii love how this nigga <[@user1917]> kome in with the singing on #hawthornenigga #noelton - ...
#hawthornenigga	['PROPN']	['O']	['PROPN']	['B-MISC']	rt @user1917 : rt @user2129 : #random ii love how this nigga @user1917 kome in with the singing on #hawthornenigga #noelton - ...	rt @user1917 : rt @user2129 : #random ii love how this nigga @user1917 kome in with the singing on <[#hawthornenigga]> #noelton - ...
#noelton	['PROPN']	['O']	['PROPN']	['B-MISC']	rt @user1917 : rt @user2129 : #random ii love how this nigga @user1917 kome in with the singing on #hawthornenigga #noelton - ...	rt @user1917 : rt @user2129 : #random ii love how this nigga @user1917 kome in with the singing on #hawthornenigga <[#noelton]> - ...
@user610	['PROPN']	['O']	['PROPN']	B-PER	rt @user1962 : shout - out to @user610 definition of lil webbies i-n-d-e-p-e-n-d-e-n-t --> do you know what means man ??? « ayyye !	rt @user1962 : shout - out to <[@user610]> definition of lil webbies i-n-d-e-p-e-n-d-e-n-t --> do you know what means man ??? « ayyye !
lil webbies	['PROPN', 'PROPN']	['O', 'O']	['PROPN', 'PROPN']	['O', 'O']	rt @user1962 : shout - out to @user610 definition of lil webbies i-n-d-e-p-e-n-d-e-n-t --> do you know what means man ??? « ayyye !	rt @user1962 : shout - out to @user610 definition of <[lil <[lil]> i-n-d-e-p-e-n-d-e-n-t --> do you know what means man ??? « ayyye !
@user74	['PROPN']	['O']	['PROPN']	B-PER	rt @user1987 : @user74 got them black girl groupies though	rt @user1987 : <[@user74]> got them black girl groupies though
@user623	['PROPN']	['O']	['PROPN']	B-PER	rt @user2087 : @user623 do nt really know where i would be without you and demi <3 i luv youuuu	rt @user2087 : <[@user623]> do nt really know where i would be without you and demi <3 i luv youuuu
@user787	['PROPN']	['O']	['NOUN']	B-PER	rt @user2105 : @user787 this park is the cutest thing ever omg url104	rt @user2105 : <[@user787]> this park is the cutest thing ever omg url104
@user2327	['PROPN']	['O']	['PROPN']	B-PER	rt @user2373 : hello , i 'm at @user2327 's home with @user404 @user2349 @user2219 and @user2498 :)	rt @user2373 : hello , i 'm at <[@user2327]> 's home with @user404 @user2349 @user2219 and @user2498 :)
@user404	['PROPN']	['O']	['NOUN']	B-PER	rt @user2373 : hello , i 'm at @user2327 's home with @user404 @user2349 @user2219 and @user2498 :)	rt @user2373 : hello , i 'm at @user2327 's home with <[@user404]> @user2349 @user2219 and @user2498 :)
@user2349	['PROPN']	['O']	['NUM']	B-PER	rt @user2373 : hello , i 'm at @user2327 's home with @user404 @user2349 @user2219 and @user2498 :)	rt @user2373 : hello , i 'm at @user2327 's home with @user404 <[@user2349]> @user2219 and @user2498 :)
@user2219	['PROPN']	['O']	['NOUN']	B-PER	rt @user2373 : hello , i 'm at @user2327 's home with @user404 @user2349 @user2219 and @user2498 :)	rt @user2373 : hello , i 'm at @user2327 's home with @user404 @user2349 <[@user2219]> and @user2498 :)
@user2498	['PROPN']	['O']	['NOUN']	B-PER	rt @user2373 : hello , i 'm at @user2327 's home with @user404 @user2349 @user2219 and @user2498 :)	rt @user2373 : hello , i 'm at @user2327 's home with @user404 @user2349 @user2219 and <[@user2498]> :)
@user1152	['PROPN']	['O']	['NOUN']	B-PER	rt @user2405 « @user1152 @user401 cuffin in the avi , gim me $ 20 »	rt @user2405 « <[@user1152]> @user401 cuffin in the avi , gim me $ 20 »
@user401	['PROPN']	['O']	['NOUN']	B-PER	rt @user2405 « @user1152 @user401 cuffin in the avi , gim me $ 20 »	rt @user2405 « @user1152 <[@user401]> cuffin in the avi , gim me $ 20 »
@user1426	['PROPN']	['O']	['PROPN']	B-PER	rt @user2514 : i got to say ' peace up , a - town down ' in atlanta then @user1426 came out and sang ' yeah ! ' with me . i 'm thinking ...	rt @user2514 : i got to say ' peace up , a - town down ' in atlanta then <[@user1426]> came out and sang ' yeah ! ' with me . i 'm thinking ...
@user2317	['PROPN']	['O']	['NOUN']	B-PER	rt @user2563 : there is no new media : it ’s all new consumption by @user2317 url29 #newspaper #media	rt @user2563 : there is no new media : it ’s all new consumption by <[@user2317]> url29 #newspaper #media
@user1295	['PROPN']	['O']	['NUM']	B-PER	rain rain go away <-- our song is on @user1295 i kid you not 107.5	rain rain go away <-- our song is on <[@user1295]> i kid you not 107.5
id	['PROPN']	['O']	['PROPN']	['O']	ruling strikes down part of arizona voter id law - yahoo! news url70	ruling strikes down part of arizona voter <[id]> law - yahoo! news url70
live	['PROPN']	['O']	['PROPN']	['O']	showoffradio live !!!	showoffradio <[live]> !!!
@user776	['PROPN']	['O']	['NOUN']	B-PER	sad ! you called me a liar when i was searous . you know you were my bottom bish ! rt @user984 : @user776 ahahha liar ! how are u ?	sad ! you called me a liar when i was searous . you know you were my bottom bish ! rt @user984 : <[@user776]> ahahha liar ! how are u ?
@user2102	['PROPN']	['O']	['NOUN']	B-PER	someone is n't replying back ! @user2102	someone is n't replying back ! <[@user2102]>
@user1143	['PROPN']	['O']	['PROPN']	B-PER	stupid kilkenny did n't get to meet @user1143 :/	stupid kilkenny did n't get to meet <[@user1143]> :/
@user244	['PROPN']	['O']	['NOUN']	B-PER	tagged : @user244 @user2193 - url117	tagged : <[@user244]> @user2193 - url117
@user2193	['PROPN']	['O']	['NOUN']	B-PER	tagged : @user244 @user2193 - url117	tagged : @user244 <[@user2193]> - url117
ex	['PROPN']	['O']	['PROPN']	['B-MISC']	the modern vacation : with ex ’s and new partners url150	the modern vacation : with <[ex]> ’s and new partners url150
@user2350	['PROPN']	['O']	['NOUN']	B-PER	the onion weighs in on the wisconsin senate race url99 via @user2350	the onion weighs in on the wisconsin senate race url99 via <[@user2350]>
boots	['PROPN']	['O']	['PROPN']	['O']	ty beanie babies - set of 2 beanies ( dora & boots ) : ty beanie babies set of 2- dora the explorer and boots url144	ty beanie babies - set of 2 beanies ( dora & <[boots]> ) : ty beanie babies set of 2- dora the explorer and boots url144
boots	['PROPN']	['O']	['PROPN']	['O']	ty beanie babies - set of 2 beanies ( dora & boots ) : ty beanie babies set of 2- dora the explorer and boots url144	ty beanie babies - set of 2 beanies ( dora & boots ) : ty beanie babies set of 2- dora the explorer and <[boots]> url144
wednesday	['PROPN']	['O']	['PROPN']	['B-MISC']	wednesday 27th october 2010 . 》 have a nice day :)	<[wednesday]> 27th october 2010 . 》 have a nice day :)
october	['PROPN']	['O']	['PROPN']	['B-MISC']	wednesday 27th october 2010 . 》 have a nice day :)	wednesday 27th <[october]> 2010 . 》 have a nice day :)
#jeopardy	['PROPN']	['O']	['PROPN']	['B-ORG']	weird , #jeopardy is alluding to the charlie the unicorn video in their clue titles ! shun the non-believer !	weird , <[#jeopardy]> is alluding to the charlie the unicorn video in their clue titles ! shun the non-believer !
pimpin	['PROPN']	['O']	['PROPN']	['B-MISC']	whaddup pimpin ken . ha !	whaddup <[pimpin]> ken . ha !
@user135	['PROPN']	['O']	['NOUN']	B-PER	where 's the video @user135 & @user2519 took of me ?? exactly ! lmao	where 's the video <[@user135]> & @user2519 took of me ?? exactly ! lmao
@user2519	['PROPN']	['O']	['PROPN']	B-PER	where 's the video @user135 & @user2519 took of me ?? exactly ! lmao	where 's the video @user135 & <[@user2519]> took of me ?? exactly ! lmao
#snowto	['PROPN']	['O']	['PROPN']	['B-MISC']	where 's this #snowto at ? let 's see what you 've got #toronto	where 's this <[#snowto]> at ? let 's see what you 've got #toronto
nnw	['PROPN']	['O']	['PROPN']	['O']	wind 2.2 mph nnw . barometer 1019.0 mb , rising . temperature 15.5 °c . rain today 0.0 mm . humidity 59 %	wind 2.2 mph <[nnw]> . barometer 1019.0 mb , rising . temperature 15.5 °c . rain today 0.0 mm . humidity 59 %
@user1575	['PROPN']	['O']	['NUM']	B-PER	yeeeeeees lakers !!! rt @user735 : @user1575 the laker girls danced to fye at halftime !!	yeeeeeees lakers !!! rt @user735 : <[@user1575]> the laker girls danced to fye at halftime !!
xmas	['PROPN']	['O']	['PROPN']	['B-MISC']	[ post ] spammy ’s 12 days of xmas : day 2 – burning the tool log url129	[ post ] spammy ’s 12 days of <[xmas]> : day 2 – burning the tool log url129
@user2138	['PROPN']	['O']	['NOUN']	B-PER	check out kylie minogue north american tour 2011 url101 via @user2138	check out kylie minogue north american tour 2011 url101 via <[@user2138]>
@user1707	['PROPN']	['O']	['PROPN']	B-PER	hello @user1707 , i miss you , i love you ! ♥ #4	hello <[@user1707]> , i miss you , i love you ! ♥ #4
@user2615	['PROPN']	['O']	['NOUN']	B-PER	url43 making it easy to put up a @user2615 , @user2070 in the cloud #aws	url43 making it easy to put up a <[@user2615]> , @user2070 in the cloud #aws
@user2070	['PROPN']	['O']	['NOUN']	B-PER	url43 making it easy to put up a @user2615 , @user2070 in the cloud #aws	url43 making it easy to put up a @user2615 , <[@user2070]> in the cloud #aws
@user2082	['PROPN']	['O']	['NOUN']	B-PER	url207 @user2082 look what i made ?	url207 <[@user2082]> look what i made ?
@user1881	['PROPN']	['O']	['PROPN']	B-PER	i heart @user1881 's true music that inspires me to intake my beauty , roots , and willingness to take on anything .	i heart <[@user1881]> 's true music that inspires me to intake my beauty , roots , and willingness to take on anything .
@user375	['PROPN']	['O']	['PROPN']	B-PER	if @user375 do nt make some hoodies soon ... imma beat em !	if <[@user375]> do nt make some hoodies soon ... imma beat em !
#miamiheat	['PROPN']	['O']	['PROPN']	['O']	it s the sixers rt @user639 #miamiheat gettin it 2gether now ... #ilike	it s the sixers rt @user639 <[#miamiheat]> gettin it 2gether now ... #ilike
@user2649	['PROPN']	['O']	['NOUN']	B-PER	nowfollowing @user2649 lem me give him a quick s\o !!! ladies follow him he 's #teamfollowback hey chris !!!	nowfollowing <[@user2649]> lem me give him a quick s\o !!! ladies follow him he 's #teamfollowback hey chris !!!
wessss	['PROPN']	['O']	['PROPN']	['O']	wessss keep metal hjahah \m/ rt @user47 : metal	<[wessss]> keep metal hjahah \m/ rt @user47 : metal
@user741	['PROPN']	['O']	['PROPN']	B-PER	"« @user741 #kayoq & a ladies what if u tell a guy "" i love you "" and he says "" oh ok "" ....... then what ? » then he do n't love you lol"	"« <[@user741]> #kayoq & a ladies what if u tell a guy "" i love you "" and he says "" oh ok "" ....... then what ? » then he do n't love you lol"
#kayoq	['PROPN']	['O']	['PROPN']	['B-MISC']	"« @user741 #kayoq & a ladies what if u tell a guy "" i love you "" and he says "" oh ok "" ....... then what ? » then he do n't love you lol"	"« @user741 <[#kayoq]> & a ladies what if u tell a guy "" i love you "" and he says "" oh ok "" ....... then what ? » then he do n't love you lol"
@user601	['PROPN']	['O']	['PROPN']	B-PER	“ @user601 blueroom may 19th fems free and drink free til 11:30 $ 5 all night behind winn dixie on pinehills road leggooo ”	“ <[@user601]> blueroom may 19th fems free and drink free til 11:30 $ 5 all night behind winn dixie on pinehills road leggooo ”
may	['PROPN']	['O']	['PROPN']	['B-MISC']	“ @user601 blueroom may 19th fems free and drink free til 11:30 $ 5 all night behind winn dixie on pinehills road leggooo ”	“ @user601 blueroom <[may]> 19th fems free and drink free til 11:30 $ 5 all night behind winn dixie on pinehills road leggooo ”
fems	['PROPN']	['O']	['PROPN']	['B-MISC']	“ @user601 blueroom may 19th fems free and drink free til 11:30 $ 5 all night behind winn dixie on pinehills road leggooo ”	“ @user601 blueroom may 19th <[fems]> free and drink free til 11:30 $ 5 all night behind winn dixie on pinehills road leggooo ”
@user1305	['PROPN']	['O']	['PROPN']	B-PER	“ @user1305 : i just voted for ian somerhalder #tvdramaactor #peopleschoice . retweet to vote url130 via @user2342 ”	“ <[@user1305]> : i just voted for ian somerhalder #tvdramaactor #peopleschoice . retweet to vote url130 via @user2342 ”
@user2342	['PROPN']	['O']	['PROPN']	B-PER	“ @user1305 : i just voted for ian somerhalder #tvdramaactor #peopleschoice . retweet to vote url130 via @user2342 ”	“ @user1305 : i just voted for ian somerhalder #tvdramaactor #peopleschoice . retweet to vote url130 via <[@user2342]> ”
@user698	['PROPN']	['O']	['PROPN']	B-PER	rt @user2212 : @user698 i 'll literally be there at 7:07 . :d	rt @user2212 : <[@user698]> i 'll literally be there at 7:07 . :d
dawn	['PROPN']	['O']	['PROPN']	['O']	rt @user1504 : it is always darkest before the dawn ! we are passing through the darkest times in pak history , fajr can not be far .. ht …	rt @user1504 : it is always darkest before the <[dawn]> ! we are passing through the darkest times in pak history , fajr can not be far .. ht …
g310	['PROPN']	['O']	['PROPN']	['O']	g310 . not bad !! ( pic via fb ) url1021	<[g310]> . not bad !! ( pic via fb ) url1021
fb	['PROPN']	['O']	['PROPN']	['O']	g310 . not bad !! ( pic via fb ) url1021	g310 . not bad !! ( pic via <[fb]> ) url1021
@user2343	['PROPN']	['O']	['PROPN']	B-PER	@user2343 she should be killed in the same way .	<[@user2343]> she should be killed in the same way .
@user1170	['PROPN']	['O']	['PROPN']	B-PER	@user1170 investigate for you . i hope this helps . 3/3 ^ gareth url735	<[@user1170]> investigate for you . i hope this helps . 3/3 ^ gareth url735
svt	['PROPN']	['O']	['PROPN']	['O']	rt @user1855 : svt when people keep voting for sweden url1528	rt @user1855 : <[svt]> when people keep voting for sweden url1528
@user2613	['PROPN']	['O']	['PROPN']	B-PER	@user2613 a followback , please ? 🐙	<[@user2613]> a followback , please ? 🐙
grill	['PROPN']	['O']	['PROPN']	['B-MISC']	free char - broil grill ( hilliard ) url1473	free char - broil <[grill]> ( hilliard ) url1473
@user2481	['PROPN']	['O']	['PROPN']	B-PER	@user2481 maybe 😂	<[@user2481]> maybe 😂
@user371	['PROPN']	['O']	['NOUN']	B-PER	rt @user313 : #newmusic #rapvideos bounce by @user371 ft @user241 #mtvblog ... url388	rt @user313 : #newmusic #rapvideos bounce by <[@user371]> ft @user241 #mtvblog ... url388
@user241	['PROPN']	['O']	['NOUN']	B-PER	rt @user313 : #newmusic #rapvideos bounce by @user371 ft @user241 #mtvblog ... url388	rt @user313 : #newmusic #rapvideos bounce by @user371 ft <[@user241]> #mtvblog ... url388
@user963	['PROPN']	['O']	['NOUN']	B-PER	the @user963 draft is thursday makes me want to play @user388 anyone want to get down ?? #youdontwantitwithme !	the <[@user963]> draft is thursday makes me want to play @user388 anyone want to get down ?? #youdontwantitwithme !
thursday	['PROPN']	['O']	['PROPN']	['B-MISC']	the @user963 draft is thursday makes me want to play @user388 anyone want to get down ?? #youdontwantitwithme !	the @user963 draft is <[thursday]> makes me want to play @user388 anyone want to get down ?? #youdontwantitwithme !
@user388	['PROPN']	['O']	['NOUN']	B-PER	the @user963 draft is thursday makes me want to play @user388 anyone want to get down ?? #youdontwantitwithme !	the @user963 draft is thursday makes me want to play <[@user388]> anyone want to get down ?? #youdontwantitwithme !
#teenchoice	['PROPN']	['O']	['PROPN']	['O']	my #teenchoice for #choicemusicgroup is @user21 ! 31.05.2016	my <[#teenchoice]> for #choicemusicgroup is @user21 ! 31.05.2016
#choicemusicgroup	['PROPN']	['O']	['PROPN']	['B-MISC']	my #teenchoice for #choicemusicgroup is @user21 ! 31.05.2016	my #teenchoice for <[#choicemusicgroup]> is @user21 ! 31.05.2016
@user21	['PROPN']	['O']	['NUM']	B-PER	my #teenchoice for #choicemusicgroup is @user21 ! 31.05.2016	my #teenchoice for #choicemusicgroup is <[@user21]> ! 31.05.2016
@user2196	['PROPN']	['O']	['PROPN']	B-PER	"@user2196 well next time i need a spoon , i will define the term "" illegal """	"<[@user2196]> well next time i need a spoon , i will define the term "" illegal """
@user693	['PROPN']	['O']	['PROPN']	B-PER	@user693 alright bro	<[@user693]> alright bro
@user1934	['PROPN']	['O']	['PROPN']	B-PER	retweeted globalpublishing ( @user1934 ) : atmosphere permits light and heat to reach earth at levels ... url534	retweeted globalpublishing ( <[@user1934]> ) : atmosphere permits light and heat to reach earth at levels ... url534
@user1860	['PROPN']	['O']	['NOUN']	B-PER	"@user1860 giving us insights on global governance at @user1254 "" we want more than we need "" url626"	"<[@user1860]> giving us insights on global governance at @user1254 "" we want more than we need "" url626"
@user1254	['PROPN']	['O']	['NOUN']	B-PER	"@user1860 giving us insights on global governance at @user1254 "" we want more than we need "" url626"	"@user1860 giving us insights on global governance at <[@user1254]> "" we want more than we need "" url626"
#24audiolaunch	['PROPN']	['O']	['PROPN']	['B-LOC']	rt @user2020 : to all suriya fans coming to #24audiolaunch on monday - no photos or videos allowed inside the venue .	rt @user2020 : to all suriya fans coming to <[#24audiolaunch]> on monday - no photos or videos allowed inside the venue .
monday	['PROPN']	['O']	['PROPN']	['B-MISC']	rt @user2020 : to all suriya fans coming to #24audiolaunch on monday - no photos or videos allowed inside the venue .	rt @user2020 : to all suriya fans coming to #24audiolaunch on <[monday]> - no photos or videos allowed inside the venue .
friday	['PROPN']	['O']	['PROPN']	['B-MISC']	friday night making our sound system smile -> url1484 url1246	<[friday]> night making our sound system smile -> url1484 url1246
