Word	Word Index	POS Label	NER Label	Tweet
@user831	4	PROPN	O	rt @user846 : “ @user831 : #oomf is a liar , kaylee knows who i m talking about ” a lot of yur followers r liars ! lol
#oomf	6	PROPN	O	rt @user846 : “ @user831 : #oomf is a liar , kaylee knows who i m talking about ” a lot of yur followers r liars ! lol
@user1967	3	PROPN	O	"rt @user920 : @user1967 @user940 lmao ! "" if you not down with birdman i ca n't fuck with you musically !!! "" < trueshit"
@user940	4	PROPN	O	"rt @user920 : @user1967 @user940 lmao ! "" if you not down with birdman i ca n't fuck with you musically !!! "" < trueshit"
trueshit	24	PROPN	O	"rt @user920 : @user1967 @user940 lmao ! "" if you not down with birdman i ca n't fuck with you musically !!! "" < trueshit"
@user965	6	PROPN	O	rt @user965 : rt @user1310 : @user965 this is my favorite screen shot from #rtm ;) ---> url198
#rtm	14	PROPN	O	rt @user965 : rt @user1310 : @user965 this is my favorite screen shot from #rtm ;) ---> url198
@user2309	10	PROPN	O	"rt @user1008 : check out the hot new la artist @user2309 music . his new mixtape "" no turning back "" ===}} url74 ..."
@user2138	3	PROPN	O	rt @user1050 : @user2138 forget that ! i 'm ready for your u.s. tour in april and may of 2011 !!!! hell to the yes !!! #americaloveskylie
april	15	PROPN	O	rt @user1050 : @user2138 forget that ! i 'm ready for your u.s. tour in april and may of 2011 !!!! hell to the yes !!! #americaloveskylie
may	17	PROPN	O	rt @user1050 : @user2138 forget that ! i 'm ready for your u.s. tour in april and may of 2011 !!!! hell to the yes !!! #americaloveskylie
@user1197	7	PROPN	O	rt @user1069 where is punk ass , @user1197 tonite !!! < honestly who cares ?? :-p
tonite	8	PROPN	O	rt @user1069 where is punk ass , @user1197 tonite !!! < honestly who cares ?? :-p
@user381	12	PROPN	O	rt @user1079 : always have your stuff when you need it with @user381 . 2gb account is free ! url148
prime	13	PROPN	O	rt @user1390 : berlusconi probed over cash - for - sex case : prime minister silvio berlusconi faces investigation in a prostitution ... htt ...
minister	14	PROPN	O	rt @user1390 : berlusconi probed over cash - for - sex case : prime minister silvio berlusconi faces investigation in a prostitution ... htt ...
cato	15	PROPN	O	rt @user1487 : i blow supplies up in the air sometimes saying ayoo take that cato
@user664	13	PROPN	O	rt @user1511 : do n't nonsense ley ! we brother sister ! :d @user664 i thought you love @user1478 ma !
@user1478	18	PROPN	O	rt @user1511 : do n't nonsense ley ! we brother sister ! :d @user664 i thought you love @user1478 ma !
@user2024	6	PROPN	O	rt @user1655 : . #walesaid dt @user2024 should go downtown ! lol !!.. #jammy --> lmao !! man bianca !!!
#jammy	13	PROPN	O	rt @user1655 : . #walesaid dt @user2024 should go downtown ! lol !!.. #jammy --> lmao !! man bianca !!!
#mnd	16	PROPN	O	rt @user1767 : check out url42 . freezing my nads in the snow , naked for #mnd charity . £ 4.5 k raised so far . please rt ! thx .
charity	17	PROPN	O	rt @user1767 : check out url42 . freezing my nads in the snow , naked for #mnd charity . £ 4.5 k raised so far . please rt ! thx .
@user2065	3	PROPN	O	rt @user1803 : @user2065 oh , hey thanks jerk !
@user715	5	PROPN	O	rt @user1908 : i saw @user715 : never say never and here 's what i thought : url118 viva el biebs !!
@user1917	12	PROPN	O	rt @user1917 : rt @user2129 : #random ii love how this nigga @user1917 kome in with the singing on #hawthornenigga #noelton - ...
#hawthornenigga	19	PROPN	O	rt @user1917 : rt @user2129 : #random ii love how this nigga @user1917 kome in with the singing on #hawthornenigga #noelton - ...
#noelton	20	PROPN	O	rt @user1917 : rt @user2129 : #random ii love how this nigga @user1917 kome in with the singing on #hawthornenigga #noelton - ...
@user610	7	PROPN	O	rt @user1962 : shout - out to @user610 definition of lil webbies i-n-d-e-p-e-n-d-e-n-t --> do you know what means man ??? « ayyye !
lil	10	PROPN	O	rt @user1962 : shout - out to @user610 definition of lil webbies i-n-d-e-p-e-n-d-e-n-t --> do you know what means man ??? « ayyye !
webbies	11	PROPN	O	rt @user1962 : shout - out to @user610 definition of lil webbies i-n-d-e-p-e-n-d-e-n-t --> do you know what means man ??? « ayyye !
@user74	3	PROPN	O	rt @user1987 : @user74 got them black girl groupies though
@user623	3	PROPN	O	rt @user2087 : @user623 do nt really know where i would be without you and demi <3 i luv youuuu
@user787	3	PROPN	O	rt @user2105 : @user787 this park is the cutest thing ever omg url104
@user2327	8	PROPN	O	rt @user2373 : hello , i 'm at @user2327 's home with @user404 @user2349 @user2219 and @user2498 :)
@user404	12	PROPN	O	rt @user2373 : hello , i 'm at @user2327 's home with @user404 @user2349 @user2219 and @user2498 :)
@user2349	13	PROPN	O	rt @user2373 : hello , i 'm at @user2327 's home with @user404 @user2349 @user2219 and @user2498 :)
@user2219	14	PROPN	O	rt @user2373 : hello , i 'm at @user2327 's home with @user404 @user2349 @user2219 and @user2498 :)
@user2498	16	PROPN	O	rt @user2373 : hello , i 'm at @user2327 's home with @user404 @user2349 @user2219 and @user2498 :)
@user1152	3	PROPN	O	rt @user2405 « @user1152 @user401 cuffin in the avi , gim me $ 20 »
@user401	4	PROPN	O	rt @user2405 « @user1152 @user401 cuffin in the avi , gim me $ 20 »
@user1426	19	PROPN	O	rt @user2514 : i got to say ' peace up , a - town down ' in atlanta then @user1426 came out and sang ' yeah ! ' with me . i 'm thinking ...
@user2317	15	PROPN	O	rt @user2563 : there is no new media : it ’s all new consumption by @user2317 url29 #newspaper #media
@user1295	9	PROPN	O	rain rain go away <-- our song is on @user1295 i kid you not 107.5
id	7	PROPN	O	ruling strikes down part of arizona voter id law - yahoo! news url70
live	1	PROPN	O	showoffradio live !!!
@user776	23	PROPN	O	sad ! you called me a liar when i was searous . you know you were my bottom bish ! rt @user984 : @user776 ahahha liar ! how are u ?
@user2102	6	PROPN	O	someone is n't replying back ! @user2102
@user1143	7	PROPN	O	stupid kilkenny did n't get to meet @user1143 :/
@user244	2	PROPN	O	tagged : @user244 @user2193 - url117
@user2193	3	PROPN	O	tagged : @user244 @user2193 - url117
ex	5	PROPN	O	the modern vacation : with ex ’s and new partners url150
@user2350	11	PROPN	O	the onion weighs in on the wisconsin senate race url99 via @user2350
boots	11	PROPN	O	ty beanie babies - set of 2 beanies ( dora & boots ) : ty beanie babies set of 2- dora the explorer and boots url144
boots	24	PROPN	O	ty beanie babies - set of 2 beanies ( dora & boots ) : ty beanie babies set of 2- dora the explorer and boots url144
wednesday	0	PROPN	O	wednesday 27th october 2010 . 》 have a nice day :)
october	2	PROPN	O	wednesday 27th october 2010 . 》 have a nice day :)
#jeopardy	2	PROPN	O	weird , #jeopardy is alluding to the charlie the unicorn video in their clue titles ! shun the non-believer !
pimpin	1	PROPN	O	whaddup pimpin ken . ha !
@user135	4	PROPN	O	where 's the video @user135 & @user2519 took of me ?? exactly ! lmao
@user2519	6	PROPN	O	where 's the video @user135 & @user2519 took of me ?? exactly ! lmao
#snowto	3	PROPN	O	where 's this #snowto at ? let 's see what you 've got #toronto
nnw	3	PROPN	O	wind 2.2 mph nnw . barometer 1019.0 mb , rising . temperature 15.5 °c . rain today 0.0 mm . humidity 59 %
@user1575	6	PROPN	O	yeeeeeees lakers !!! rt @user735 : @user1575 the laker girls danced to fye at halftime !!
xmas	8	PROPN	O	[ post ] spammy ’s 12 days of xmas : day 2 – burning the tool log url129
@user2138	10	PROPN	O	check out kylie minogue north american tour 2011 url101 via @user2138
@user1707	1	PROPN	O	hello @user1707 , i miss you , i love you ! ♥ #4
@user2615	8	PROPN	O	url43 making it easy to put up a @user2615 , @user2070 in the cloud #aws
@user2070	10	PROPN	O	url43 making it easy to put up a @user2615 , @user2070 in the cloud #aws
@user2082	1	PROPN	O	url207 @user2082 look what i made ?
@user1881	2	PROPN	O	i heart @user1881 's true music that inspires me to intake my beauty , roots , and willingness to take on anything .
@user375	1	PROPN	O	if @user375 do nt make some hoodies soon ... imma beat em !
#miamiheat	6	PROPN	O	it s the sixers rt @user639 #miamiheat gettin it 2gether now ... #ilike
@user2649	1	PROPN	O	nowfollowing @user2649 lem me give him a quick s\o !!! ladies follow him he 's #teamfollowback hey chris !!!
wessss	0	PROPN	O	wessss keep metal hjahah \m/ rt @user47 : metal
@user741	1	PROPN	O	"« @user741 #kayoq & a ladies what if u tell a guy "" i love you "" and he says "" oh ok "" ....... then what ? » then he do n't love you lol"
#kayoq	2	PROPN	O	"« @user741 #kayoq & a ladies what if u tell a guy "" i love you "" and he says "" oh ok "" ....... then what ? » then he do n't love you lol"
@user601	1	PROPN	O	“ @user601 blueroom may 19th fems free and drink free til 11:30 $ 5 all night behind winn dixie on pinehills road leggooo ”
may	3	PROPN	O	“ @user601 blueroom may 19th fems free and drink free til 11:30 $ 5 all night behind winn dixie on pinehills road leggooo ”
fems	5	PROPN	O	“ @user601 blueroom may 19th fems free and drink free til 11:30 $ 5 all night behind winn dixie on pinehills road leggooo ”
@user1305	1	PROPN	O	“ @user1305 : i just voted for ian somerhalder #tvdramaactor #peopleschoice . retweet to vote url130 via @user2342 ”
@user2342	17	PROPN	O	“ @user1305 : i just voted for ian somerhalder #tvdramaactor #peopleschoice . retweet to vote url130 via @user2342 ”
@user698	3	PROPN	O	rt @user2212 : @user698 i 'll literally be there at 7:07 . :d
dawn	9	PROPN	O	rt @user1504 : it is always darkest before the dawn ! we are passing through the darkest times in pak history , fajr can not be far .. ht …
g310	0	PROPN	O	g310 . not bad !! ( pic via fb ) url1021
fb	8	PROPN	O	g310 . not bad !! ( pic via fb ) url1021
@user2343	0	PROPN	O	@user2343 she should be killed in the same way .
@user1170	0	PROPN	O	@user1170 investigate for you . i hope this helps . 3/3 ^ gareth url735
svt	3	PROPN	O	rt @user1855 : svt when people keep voting for sweden url1528
@user2613	0	PROPN	O	@user2613 a followback , please ? 🐙
grill	4	PROPN	O	free char - broil grill ( hilliard ) url1473
@user2481	0	PROPN	O	@user2481 maybe 😂
@user371	7	PROPN	O	rt @user313 : #newmusic #rapvideos bounce by @user371 ft @user241 #mtvblog ... url388
@user241	9	PROPN	O	rt @user313 : #newmusic #rapvideos bounce by @user371 ft @user241 #mtvblog ... url388
@user963	1	PROPN	O	the @user963 draft is thursday makes me want to play @user388 anyone want to get down ?? #youdontwantitwithme !
thursday	4	PROPN	O	the @user963 draft is thursday makes me want to play @user388 anyone want to get down ?? #youdontwantitwithme !
@user388	10	PROPN	O	the @user963 draft is thursday makes me want to play @user388 anyone want to get down ?? #youdontwantitwithme !
#teenchoice	1	PROPN	O	my #teenchoice for #choicemusicgroup is @user21 ! 31.05.2016
#choicemusicgroup	3	PROPN	O	my #teenchoice for #choicemusicgroup is @user21 ! 31.05.2016
@user21	5	PROPN	O	my #teenchoice for #choicemusicgroup is @user21 ! 31.05.2016
@user2196	0	PROPN	O	"@user2196 well next time i need a spoon , i will define the term "" illegal """
@user693	0	PROPN	O	@user693 alright bro
@user1934	3	PROPN	O	retweeted globalpublishing ( @user1934 ) : atmosphere permits light and heat to reach earth at levels ... url534
@user1860	0	PROPN	O	"@user1860 giving us insights on global governance at @user1254 "" we want more than we need "" url626"
@user1254	8	PROPN	O	"@user1860 giving us insights on global governance at @user1254 "" we want more than we need "" url626"
#24audiolaunch	9	PROPN	O	rt @user2020 : to all suriya fans coming to #24audiolaunch on monday - no photos or videos allowed inside the venue .
monday	11	PROPN	O	rt @user2020 : to all suriya fans coming to #24audiolaunch on monday - no photos or videos allowed inside the venue .
friday	0	PROPN	O	friday night making our sound system smile -> url1484 url1246
@user2659	0	PROPN	O	@user2659 you are just a little boy from bradford and now you are smashing it . so fucking proud
mge	4	PROPN	O	solo queue ( ~ mge ) is close to being unplayable . url640 @user476 #csgo
@user476	13	PROPN	O	solo queue ( ~ mge ) is close to being unplayable . url640 @user476 #csgo
#soundcloud	22	PROPN	O	listen to 15 - it s like that featuring kast ki bohiti ( produced by lilzhp ) by king problem #np on #soundcloud url1630
#periscope	2	PROPN	O	live on #periscope : thursday 's fundraising tip : stay in touch with supporters ! #fundraiser #schools #church #succes … url1151
thursday	4	PROPN	O	live on #periscope : thursday 's fundraising tip : stay in touch with supporters ! #fundraiser #schools #church #succes … url1151
motocross	11	PROPN	O	moto gp 46 racing polo t-shirt sport men's motorcycle bike yamaha motocross url739 url527
ft	13	PROPN	O	when ya friend fake tired so she do n't have to answer your ft 🙃 @user49
@user49	15	PROPN	O	when ya friend fake tired so she do n't have to answer your ft 🙃 @user49
#mpoints	3	PROPN	O	i 'm earning #mpoints with #askdaball ! url1271 #app
#askdaball	5	PROPN	O	i 'm earning #mpoints with #askdaball ! url1271 #app
directioners	2	PROPN	O	power of directioners go directioners go directioners will rise #bestfanarmy #directioners #iheartawards walking in the wind
directioners	4	PROPN	O	power of directioners go directioners go directioners will rise #bestfanarmy #directioners #iheartawards walking in the wind
directioners	6	PROPN	O	power of directioners go directioners go directioners will rise #bestfanarmy #directioners #iheartawards walking in the wind
roxas	0	PROPN	O	roxas rising url1024
@user811	0	PROPN	O	@user811 hi , linda ! it seems so based on statements hrc has made ... bs and hrc are meeting tomorrow . we shall see ...
kumamon	24	PROPN	O	#ystl minyoonjgi hi cutie how was your day ? if you had a bad day look at this handsome photo of me . fr kumamon url278
h	0	PROPN	O	h ! @user548 ♡ “ the universe is in your bones , the stars in your soul … ” do you mind following me ? thank you for everything x 🌟 – 730,777
@user548	2	PROPN	O	h ! @user548 ♡ “ the universe is in your bones , the stars in your soul … ” do you mind following me ? thank you for everything x 🌟 – 730,777
@user750	0	PROPN	O	@user750 congratulations .
cavsin6	9	PROPN	O	rt @user1350 : y'all heard it here first ! cavsin6 @user225 @user1211 @user1348 @user458
@user225	10	PROPN	O	rt @user1350 : y'all heard it here first ! cavsin6 @user225 @user1211 @user1348 @user458
@user1211	11	PROPN	O	rt @user1350 : y'all heard it here first ! cavsin6 @user225 @user1211 @user1348 @user458
@user1348	12	PROPN	O	rt @user1350 : y'all heard it here first ! cavsin6 @user225 @user1211 @user1348 @user458
@user458	13	PROPN	O	rt @user1350 : y'all heard it here first ! cavsin6 @user225 @user1211 @user1348 @user458
@user2259	0	PROPN	O	@user2259 your answer is limits ...
@user2540	0	PROPN	O	@user2540 hey the normal thing was from me
wic	10	PROPN	O	rt @user2607 : reset epson waste ink counter overflow by wic and reset key url469 #wic #resetkey #epson #printer
@user353	0	PROPN	O	@user353 i swear 💯
@user1775	18	PROPN	O	haiti earthquake 2011 . hillary 's brother got the gold mine . haiti got the shaft . url1453 @user1775 #dncphl #dncconvention
@user992	3	PROPN	O	rt @user1 : @user992 when you are constantly interrupted by @user513 tonight , as you will be , please ask him why he is so fear …
@user513	10	PROPN	O	rt @user1 : @user992 when you are constantly interrupted by @user513 tonight , as you will be , please ask him why he is so fear …
@user423	3	PROPN	O	rt @user2486 : @user423 multimedia earned money url1114
@user1477	11	PROPN	O	rt @user751 : wow the place is packed ! good luck @user1477 let your star shine it s brightest ! #adatewithxian url1267
@user2659	0	PROPN	O	@user2659 follow me ×5129
@user993	13	PROPN	O	rt @user847 : one final team check ahead of kick - off . @user993 in the tweet seat for you at #cityvreal . how 're we all feeling ?! url224 …
#cityvreal	21	PROPN	O	rt @user847 : one final team check ahead of kick - off . @user993 in the tweet seat for you at #cityvreal . how 're we all feeling ?! url224 …
qb	7	PROPN	O	cam : why carolina panthers ' new qb is the worst nfl draft pick ever | bleacher report ( via url1581 ) url1302
@user1027	0	PROPN	O	@user1027 @user406 i do n't like eminem but he said the right words . 2 pac changed rap music in much ways . salute . #realnigga 👑👌
@user406	1	PROPN	O	@user1027 @user406 i do n't like eminem but he said the right words . 2 pac changed rap music in much ways . salute . #realnigga 👑👌
@user1923	0	PROPN	O	@user1923 did n't eat enough did i 🙄
@user11	0	PROPN	O	@user11 free 4th of july concert at operanightclub in atl 🎉 url1406 #savagemode rt x14
july	4	PROPN	O	@user11 free 4th of july concert at operanightclub in atl 🎉 url1406 #savagemode rt x14
@user705	0	PROPN	O	@user705 @user883 @user1437 the band from the carl 's jr commercial ?
@user883	1	PROPN	O	@user705 @user883 @user1437 the band from the carl 's jr commercial ?
@user1437	2	PROPN	O	@user705 @user883 @user1437 the band from the carl 's jr commercial ?
@user1006	5	PROPN	O	rt @user563 : listen : @user1006 feat. elan noelle – i like the way url1596
@user2066	9	PROPN	O	oh yeah ! spanked em ! way to go @user2066 #nascar 🏁 #ford
@user2291	8	PROPN	O	rt @user2291 : up first this morning for @user2291 is the history of time travel @user1058 @user582 #pff2016 #ihsff url221 …
@user2253	0	PROPN	O	@user2253 @user420 @user335 @user2377 @user1375 @user821 , dude , relax . trump will dominate in california come june 7th .
@user420	1	PROPN	O	@user2253 @user420 @user335 @user2377 @user1375 @user821 , dude , relax . trump will dominate in california come june 7th .
@user335	2	PROPN	O	@user2253 @user420 @user335 @user2377 @user1375 @user821 , dude , relax . trump will dominate in california come june 7th .
@user2377	3	PROPN	O	@user2253 @user420 @user335 @user2377 @user1375 @user821 , dude , relax . trump will dominate in california come june 7th .
@user1375	4	PROPN	O	@user2253 @user420 @user335 @user2377 @user1375 @user821 , dude , relax . trump will dominate in california come june 7th .
@user821	5	PROPN	O	@user2253 @user420 @user335 @user2377 @user1375 @user821 , dude , relax . trump will dominate in california come june 7th .
june	17	PROPN	O	@user2253 @user420 @user335 @user2377 @user1375 @user821 , dude , relax . trump will dominate in california come june 7th .
@user1829	0	PROPN	O	@user1829 literally us 20 minutes ago url269
#littlemix	15	PROPN	O	rt @user1724 : who are the biggest girl band on the planet right now ? #littlemix or @user450
@user450	17	PROPN	O	rt @user1724 : who are the biggest girl band on the planet right now ? #littlemix or @user450
may	0	PROPN	O	may 2015 was everything 😪
#yakima	15	PROPN	O	join the country financial team ! see our latest #sales #job opening here : url496 #yakima , wa url333
bright	9	PROPN	O	rt @user2330 : save the best for you shine bright glen
@user1577	0	PROPN	O	@user1577 @user1678 @user1632 @user85 dashiki shirt to who said that it looked awesome
@user1678	1	PROPN	O	@user1577 @user1678 @user1632 @user85 dashiki shirt to who said that it looked awesome
@user1632	2	PROPN	O	@user1577 @user1678 @user1632 @user85 dashiki shirt to who said that it looked awesome
@user85	3	PROPN	O	@user1577 @user1678 @user1632 @user85 dashiki shirt to who said that it looked awesome
dashiki	4	PROPN	O	@user1577 @user1678 @user1632 @user85 dashiki shirt to who said that it looked awesome
@user29	0	PROPN	O	@user29 @user2442 @user2265 i 'm grateful for this all happening bc there is no ( cont ) url338
@user2442	1	PROPN	O	@user29 @user2442 @user2265 i 'm grateful for this all happening bc there is no ( cont ) url338
@user2265	2	PROPN	O	@user29 @user2442 @user2265 i 'm grateful for this all happening bc there is no ( cont ) url338
@user1563	0	PROPN	O	@user1563 1 out of 10
#espys	4	PROPN	O	"rt @user1292 : the #espys open with a powerful black lives matter tribute : "" we all have to do better "" url497 url621 …"
mrs	8	PROPN	O	rt @user1346 : when your mate who 's mrs rarely lets him out makes it to the pub url1013
@user50	0	PROPN	O	@user50 @user103 4/4 hai yogendra yadav confirmed in public that you were aware of tomar 's farzi degree well in advance
@user103	1	PROPN	O	@user50 @user103 4/4 hai yogendra yadav confirmed in public that you were aware of tomar 's farzi degree well in advance
dojo	0	PROPN	O	dojo news : ahead of all - american top team title fight , take a tour of the team ’s new florida headquarters url1240
news	1	PROPN	O	dojo news : ahead of all - american top team title fight , take a tour of the team ’s new florida headquarters url1240
@user1789	0	PROPN	O	@user1789 😅😂 ima just shut up 🙂☝🏽️
cnblue	4	PROPN	O	rt @user966 : 20160319 cnblue #cometogetherinchongqing url767 url1452
@user1278	0	PROPN	O	@user1278 @user867 @user1643 my eyes say it s him , haha .. but my eyes can be wrong ..
@user867	1	PROPN	O	@user1278 @user867 @user1643 my eyes say it s him , haha .. but my eyes can be wrong ..
@user1643	2	PROPN	O	@user1278 @user867 @user1643 my eyes say it s him , haha .. but my eyes can be wrong ..
zig	25	PROPN	O	rt @user1760 : crocodiles are fast on their feet , but can not turn very well . if one is chasing you , run in zig zag lines .
zag	26	PROPN	O	rt @user1760 : crocodiles are fast on their feet , but can not turn very well . if one is chasing you , run in zig zag lines .
@user720	0	PROPN	O	@user720 dylan and chris wo nt be there will they ?
july	7	PROPN	O	"rt @user2443 : take advantage of our july 4th sales event ! use the code "" july4 "" for 15 % off your order ! 🇺🇸 url465 💪🏼 url218 …"
#gbv	21	PROPN	O	rt @user1411 : women are more likely to experience physical violence committed by their spouse than men . speak up against #gbv . url222 …
@user1479	1	PROPN	O	#ff @user1479 the national campaign dedicated 2 tackling youth unemployment . home of the youth friendly badge & youth employment e-magazine
#studentexperience	5	PROPN	O	"rt @user2154 : "" the #studentexperience @user2155 has made me who i am today "" #uniexperience video : url805 url220 …"
@user2155	6	PROPN	O	"rt @user2154 : "" the #studentexperience @user2155 has made me who i am today "" #uniexperience video : url805 url220 …"
#uniexperience	15	PROPN	O	"rt @user2154 : "" the #studentexperience @user2155 has made me who i am today "" #uniexperience video : url805 url220 …"
@user1622	0	PROPN	O	@user1622 @user218 will you please help pass the message about my aunties dying wish on @user1885 it would mean so much to me and her 💖
@user218	1	PROPN	O	@user1622 @user218 will you please help pass the message about my aunties dying wish on @user1885 it would mean so much to me and her 💖
@user1885	15	PROPN	O	@user1622 @user218 will you please help pass the message about my aunties dying wish on @user1885 it would mean so much to me and her 💖
guilty	5	PROPN	O	rt @user1456 : dizzy in guilty gear #evo2016 url401
gear	6	PROPN	O	rt @user1456 : dizzy in guilty gear #evo2016 url401
@user1483	26	PROPN	O	rt @user1017 : only 26 away from 500 ! awesome growth over the last month . thank you everyone . can we get to 500 ? @user1483 @user437 #sma …
@user437	27	PROPN	O	rt @user1017 : only 26 away from 500 ! awesome growth over the last month . thank you everyone . can we get to 500 ? @user1483 @user437 #sma …
#amazon	7	PROPN	O	the easiest way to make money with #amazon #affiliate url1558 #blogging #webmaster google 's parent company alphabet is …
#affiliate	8	PROPN	O	the easiest way to make money with #amazon #affiliate url1558 #blogging #webmaster google 's parent company alphabet is …
@user126	0	PROPN	O	@user126 he listened
@user1828	18	PROPN	O	"rt @user170 : "" they "" do n't want you to be concerned about climate change , but @user1828 & i want you to be . major 🔑 / major 🔬 url1175 …"
@user189	0	PROPN	O	@user189 @user1237 oh cry me a river will you 🙄
@user1237	1	PROPN	O	@user189 @user1237 oh cry me a river will you 🙄
@user2564	23	PROPN	O	rt @user1473 : not included in that was the growing , scary abuse , & racial attacks occurring on & offline post brexit @user2564 h …
#westworld	15	PROPN	O	rt @user1677 : our genius producer / writers / showrunners answer a few things about #westworld url1555
uk	5	PROPN	O	i totally agree ban islam uk url512
@user397	0	PROPN	O	@user397 we love you ekpe please !!
ekpe	4	PROPN	O	@user397 we love you ekpe please !!
march	6	PROPN	O	rt @user576 : whoo ! on march 16th i 'll be having a charity stream on twitch to benefit @user1059 !! mark your calendars ! url221 …
@user1059	19	PROPN	O	rt @user576 : whoo ! on march 16th i 'll be having a charity stream on twitch to benefit @user1059 !! mark your calendars ! url221 …
@user1503	0	PROPN	O	@user1503 most of them think they are little experts especially if u r at that shea one
iu	18	PROPN	O	rt @user2619 : rt iuqties : do n't forget that ftisland 's jaejin also is a fan of iu ! 😂 url1124
@user2235	0	PROPN	O	@user2235 @user192 @user191 @user55 thanks for gant btw hope 2 months of kelly johnson was worth it last year
@user192	1	PROPN	O	@user2235 @user192 @user191 @user55 thanks for gant btw hope 2 months of kelly johnson was worth it last year
@user191	2	PROPN	O	@user2235 @user192 @user191 @user55 thanks for gant btw hope 2 months of kelly johnson was worth it last year
@user55	3	PROPN	O	@user2235 @user192 @user191 @user55 thanks for gant btw hope 2 months of kelly johnson was worth it last year
@user1795	0	PROPN	O	@user1795 absolutely
@user1985	0	PROPN	O	@user1985 @user1943 why is the ups man lying dead on your living room floor ?
@user1943	1	PROPN	O	@user1985 @user1943 why is the ups man lying dead on your living room floor ?
#9thehabibs	1	PROPN	O	watching #9thehabibs is like hanging out with my in - laws . yella habibi ! 😂
yella	12	PROPN	O	watching #9thehabibs is like hanging out with my in - laws . yella habibi ! 😂
habibi	13	PROPN	O	watching #9thehabibs is like hanging out with my in - laws . yella habibi ! 😂
@user104	6	PROPN	O	rt @user982 : this for you @user104 url1130
@user986	4	PROPN	O	new lara vapnyer in @user986 this week ! :d this will be my special treat after i am finished teaching for the day . hearts
@user728	0	PROPN	O	@user728 so to hai
@user400	5	PROPN	O	rt @user100 : congratulations to @user400 on topping our march goal of the month poll ! watch it here : url1551 url225 …
march	9	PROPN	O	rt @user100 : congratulations to @user400 on topping our march goal of the month poll ! watch it here : url1551 url225 …
po	5	PROPN	O	rt @user2298 : uhm funny po ako 😹 thank you po ! #stbratsexhibit url655
ako	6	PROPN	O	rt @user2298 : uhm funny po ako 😹 thank you po ! #stbratsexhibit url655
po	10	PROPN	O	rt @user2298 : uhm funny po ako 😹 thank you po ! #stbratsexhibit url655
@user1611	0	PROPN	O	@user1611 strangers not allowed sorry
@user2426	13	PROPN	O	could n't tweet on way back down bc i was carrying jug ... @user2426 url467
@user549	27	PROPN	O	"rt @user40 : wenger : "" we are a bit short on goal scored . we will try to certainly strengthen in that department . "" [ @user549 ] htt …"
keen	19	PROPN	O	url824 retweeted i 'm in the arndale centre i have 8 hours to wait for the signing talk about keen url690
@user2187	0	PROPN	O	@user2187 turn my notifications off so you do n't see my 200 mispellings out of 200 tweets
@user2134	0	PROPN	O	@user2134 follow back ... i need to dm you
@user1824	1	PROPN	O	dear @user1824 's girlfriend . you won the guy we all dreamed of having . so please . do us a favor . hold him and never let him go .
@user1559	0	PROPN	O	@user1559 i have
#teenchoice	2	PROPN	O	ix my #teenchoice nominee for #socialmediaqueen #choicefemalehottie #choiceinstagrammer is britney spears
#socialmediaqueen	5	PROPN	O	ix my #teenchoice nominee for #socialmediaqueen #choicefemalehottie #choiceinstagrammer is britney spears
#choicefemalehottie	6	PROPN	O	ix my #teenchoice nominee for #socialmediaqueen #choicefemalehottie #choiceinstagrammer is britney spears
#choiceinstagrammer	7	PROPN	O	ix my #teenchoice nominee for #socialmediaqueen #choicefemalehottie #choiceinstagrammer is britney spears
@user913	18	PROPN	O	rt @user637 : underground clinics in turkey treating syria 's wounded jihadist terrorists to fight on url539 via @user913 …
@user1825	0	PROPN	O	@user1825 @user2546 i was trying to be as nice as i could without blowing up or cussing
@user2546	1	PROPN	O	@user1825 @user2546 i was trying to be as nice as i could without blowing up or cussing
@user2479	9	PROPN	O	rt @user634 : hugely proud to have won a @user2479 innovation excellence award for our #graphicmedicine #comics ! url1216 …
asif	3	PROPN	O	the latest the asif siddiqui daily ! url1500 thanks to @user2204 @user1267 @user2577 #food #foodie
siddiqui	4	PROPN	O	the latest the asif siddiqui daily ! url1500 thanks to @user2204 @user1267 @user2577 #food #foodie
daily	5	PROPN	O	the latest the asif siddiqui daily ! url1500 thanks to @user2204 @user1267 @user2577 #food #foodie
@user2204	10	PROPN	O	the latest the asif siddiqui daily ! url1500 thanks to @user2204 @user1267 @user2577 #food #foodie
@user1267	11	PROPN	O	the latest the asif siddiqui daily ! url1500 thanks to @user2204 @user1267 @user2577 #food #foodie
@user2577	12	PROPN	O	the latest the asif siddiqui daily ! url1500 thanks to @user2204 @user1267 @user2577 #food #foodie
friday	3	PROPN	O	rt @user777 : friday night at #sdcc2016 with sis , @user1679 covered in magic ! #onceuponatime #evilregalsdcc ❤️🦄💚 url1178
#sdcc2016	6	PROPN	O	rt @user777 : friday night at #sdcc2016 with sis , @user1679 covered in magic ! #onceuponatime #evilregalsdcc ❤️🦄💚 url1178
@user1679	10	PROPN	O	rt @user777 : friday night at #sdcc2016 with sis , @user1679 covered in magic ! #onceuponatime #evilregalsdcc ❤️🦄💚 url1178
marathon	2	PROPN	O	""" in marathon filibuster , democrats call for gun limits "" by jonah engel bromwich via nyt the new york times url916"
filibuster	3	PROPN	O	""" in marathon filibuster , democrats call for gun limits "" by jonah engel bromwich via nyt the new york times url916"
